ID	CODE	NAME_EN	LEVEL	PARENT_ID	PARENT_CODE	InclusionNote	ExclusionNote	caseLaw	NAME_BG	NAME_CS	NAME_DA	NAME_DE	NAME_EL	NAME_ES	NAME_ET	NAME_FI	NAME_GA	NAME_FR	NAME_HR	NAME_HU	NAME_IT	NAME_LT	NAME_LV	NAME_MT	NAME_NL	NAME_PL	NAME_PT	NAME_RO	NAME_SK	NAME_SL	NAME_SV
"05522"	"05.5.2.2"	"Miscellaneous small tool accessories"	"4"	"0552"	"05.5.2"	"Includes:\r\n- door fittings (hinges, handles and locks), fittings for radiators and fireplaces, other metal articles for the house (curtain rails, carpet rods, hooks, etc.) or for the garden (chains, grids, stakes and hoop segments for fencing and bordering)\r\n- power sockets, switches, wiring flex, light bulbs, fluorescent lighting tubes, torches, flashlights, hand-lamps, batteries, bells, alarms and outdoor lights"	"Excludes: \r\n- repair of miscellaneous small tool accessories (05.5.2.3)"		"Разнообразни малки инструменти и принадлежности"	"Různé doplňky nástrojů a nářadí krátkodobé spotřeby"	"Diverse tilbehør til mindre redskaber"	"Andere Gebrauchsgüter für die Haushaltsführung"	"Διάφορα εξαρτήματα μικρών εργαλείων"	"Otros accesorios de pequeñas herramientas"	"Mitmesugused väikeste tööriistade tarvikud"	"Sekalaiset pienten työkalujen lisävarusteet"	"Gabhálais ilghnéitheacha d'uirlisí beaga"	"Divers accessoires de petit outillage"	"Razni mali alati i pribor"	"Különféle kisebb szerszámok tartozékai"	"Accessori vari di piccoli utensili"	"Įvairūs pagalbiniai reikmenys"	"Dažādi nelielu darbarīku piederumi"	"Diversi aċċessorji tal-għodod iż-żgħar"	"Allerlei toebehoren voor kleine gereedschappen"	"Małe akcesoria"	"Pequenos acessórios e ferramentas diversos"	"Accesorii diverse de unelte de dimensiuni mici"	"Rôzne príslušenstvo pre malé náčinie"	"Različni dodatki za manjše orodje"	"Diverse tillbehör till mindre verktyg"
"05523"	"05.5.2.3"	"Repair of non-motorised small tools and miscellaneous accessories"	"4"	"0552"	"05.5.2"	"Includes:\r\n- repair of non-motorised small tools and miscellaneous accessories"			"Ремонт на немоторизирани малки инструменти и принадлежности"	"Opravy nástrojů a nářadí krátkodobé spotřeby a různých doplňků bez vlastního pohonu"	"Reparation af ikkemotoriserede mindre redskaber og diverse tilbehør"	"Reparaturen an nicht motorbetriebenen Handwerkzeugen und Zubehör"	"Επισκευή μικρών εργαλείων χωρίς κινητήρα και διαφόρων εξαρτημάτων"	"Reparación de pequeñas herramientas sin motor y accesorios"	"Mootorita väikeste tööriistade ja mitmesuguste tarvikute remont"	"Muiden kuin moottorikäyttöisten pienten työkalujen ja erilaisten lisävarusteiden korjaus"	"Uirlisí beaga neamhleictreacha agus gabhálais ilghnéitheacha a dheisiú"	"Réparation de petit outillage non motorisé et d'accessoires divers"	"Popravak malih alata bez motora i raznog pribora"	"Nem motoros, kisebb szerszámok és különféle tartozékok javítása"	"Riparazione di piccoli utensili a mano e accessori vari"	"Nevariklinių smulkių įrankių ir įvairių pagalbinių reikmenų taisymas"	"Nemotorizētu nelielu darbarīku un dažādu piederumu remonts"	"Tiswija tal-għodod iż-żgħar li ma jaħdmux b'mutur u tal-aċċessorji l-oħrajn"	"Reparatie van kleine gereedschappen zonder motor en allerlei toebehoren"	"Naprawa małych narzędzi bezsilnikowych i akcesoriów"	"Reparação de pequenas ferramentas não motorizadas e acessórios diversos"	"Repararea de unelte nemotorizate de dimensiuni mici și accesorii diverse"	"Oprava malého náčinia a rôzneho príslušenstva bez motora"	"Popravilo manjšega nemotoriziranega orodja in različnih dodatkov"	"Reparation av mindre verktyg utan motor och diverse tillbehör"
"056"	"05.6"	"Goods and services for routine household maintenance"	"2"	"05"	"05"				"Домакински стоки и услуги за обичайно почистване и поддържане"	"Zboží a služby pro běžnou údržbu domácnosti"	"Andre varer og tjenester til husholdningen"	"Waren und Dienstleistungen für die Haushaltsführung"	"Αγαθά και υπηρεσίες για συνήθη οικιακή συντήρηση"	"Bienes y servicios para el mantenimiento corriente del hogar"	"Kaubad ja teenused kodumajapidamise igapäevaseks hoolduseks"	"Taloudenhoitoon liittyvät tavarat ja palvelut"	"Earraí agus seirbhísí gnáthchothabhála tí"	"Biens et services liés à l'entretien courant du foyer"	"Proizvodi i usluge za redovito održavanje kućanstva"	"Rendszeres lakáskarbantartáshoz igénybe vett termékek és szolgáltatások"	"Beni e servizi per la manutenzione ordinaria della casa"	"Prekės ir paslaugos įprastinei namų ūkio priežiūrai"	"Preces un pakalpojumi mājokļa ikdienas uzturēšanai"	"Oġġetti u servizzi użati għall-manutenzjoni kontinwa tad-dar"	"Goederen en diensten voor het dagelijks onderhoud van de woning"	"Artykuły i usługi związane z prowadzeniem gospodarstwa domowego"	"Bens e serviços para a manutenção corrente da habitação"	"Bunuri și servicii pentru întreținerea curentă a locuinței"	"Tovary a služby na bežnú údržbu domácností"	"Blago in storitve za tekoče vzdrževanje stanovanj"	"Varor och tjänster för rutinunderhåll av bostaden"
"0561"	"05.6.1"	"Non-durable household goods"	"3"	"056"	"05.6"	"Includes:\r\n- cleaning and maintenance products such as soaps, washing powders, washing liquids, scouring powders, detergents, disinfectant bleaches, softeners, conditioners, window-cleaning products, waxes, polishes, dyes, unblocking agents, disinfectants, insecticides, pesticides, fungicides and distilled water\r\n- articles for cleaning such as brooms, scrubbing brushes, dustpans and dust brushes, dusters, tea towels, floorcloths, household sponges, scourers, steel wool and chamois leathers\r\n- paper products such as filters, tablecloths and table napkins, kitchen paper, vacuum cleaner bags and cardboard tableware, including aluminium foil and plastic bin liners\r\n- other non-durable household articles such as matches, candles, lamp wicks, methylated spirits, clothes-pegs, clothes hangers, pins, safety pins, sewing needles, knitting needles, thimbles, nails, screws, nuts and bolts, tacks, washers, glues and adhesive tapes for household use, string, twine and rubber gloves\r\n\r\nAlso includes:\r\n- polishes, creams and other shoe-cleaning articles\r\n- fire extinguishers for households"	"Excludes: \r\n- brushes and scrapers for paint, varnish and wallpaper (04.3.1)\r\n- fire extinguishers for transport equipment (07.2.1)\r\n- products specifically for the cleaning and maintenance of transport equipment such as paints, chrome cleaners, sealing compounds and bodywork polishes (07.2.1)\r\n- horticultural products for the upkeep of ornamental gardens (09.3.3)\r\n- paper handkerchiefs, toilet paper, toilet soaps, toilet sponges and other products for personal hygiene (12.1.3)\r\n- cigarette, cigar and pipe lighters and lighter fuel (12.3.2)"		"Домакински стоки за краткотрайна употреба"	"Spotřební zboží pro domácnost"	"Ikkevarige husholdningsartikler"	"Verbrauchsgüter für die Haushaltsführung"	"Μη διαρκή οικιακά αγαθά"	"Bienes no duraderos para el hogar"	"Lühikese kasutusajaga majapidamiskaubad"	"Kodin kulutustavarat"	"Earraí neamh-mharthanacha tí"	"Biens d'équipement ménager non durables"	"Potrošni proizvodi za održavanje kućanstva"	"Háztartási fogyóeszközök"	"Beni non durevoli per la casa"	"Trumpalaikio naudojimo namų ūkio prekės"	"Īslaicīgas lietošanas mājsaimniecības preces"	"Oġġetti tad-dar li ma jdumux iservu"	"Niet-duurzame huishoudproducten"	"Nietrwałe artykuły gospodarstwa domowego"	"Bens de uso doméstico não duradouros"	"Articole de menaj de folosință limitată"	"Tovary pre domácnosť na krátkodobú spotrebu"	"Potrošni material za gospodinjstvo"	"Icke-varaktiga hushållsvaror"
"05611"	"05.6.1.1"	"Cleaning and maintenance products"	"4"	"0561"	"05.6.1"	"Includes:\r\n- detergents, dishwashing, machine dishwashing detergent, scouring powders, disinfectant bleaches, softeners, conditioners, stain remover\r\n- general purpose cleanser, window-cleaning products, unblocking agents, disinfectants\r\n- floor wax, polishes\r\n- polishes, creams and other shoe-cleaning articles (shoe brush)\r\n- insecticides, fungicides, distilled water"			"Продукти и препарати за почистване и поддържане"	"Výrobky pro čištění a údržbu"	"Rengørings- og vedligeholdelsesprodukter"	"Reinigungs- und Pflegemittel"	"Προϊόντα καθαρισμού και συντήρησης"	"Productos de limpieza y mantenimiento"	"Puhastus- ja hooldusvahendid"	"Siivous- ja puhdistustuotteet"	"Táirgí glantacháin agus cothabhála"	"Produits de nettoyage et d'entretien"	"Proizvodi za čišćenje i održavanje"	"Tisztító- és ápolószerek"	"Prodotti per la pulizia e la manutenzione della casa"	"Valymo ir priežiūros priemonės"	"Tīrīšanas un kopšanas līdzekļi"	"Prodotti tat-tindif u tal-manutenzjoni"	"Schoonmaak- en onderhoudsproducten"	"Środki czyszczące i konserwujące"	"Produtos de limpeza e manutenção"	"Produse de curățare și de întreținere"	"Výrobky na čistenie a údržbu"	"Izdelki za čiščenje in vzdrževanje"	"Produkter för rengöring och underhåll"
"05612"	"05.6.1.2"	"Other non-durable small household articles"	"4"	"0561"	"05.6.1"	"Includes:\r\n- dustpans and dust brushes, dusters\r\n- cloths, floor cloths, chamois leathers\r\n- dish brush, household sponges, scourers, steel wool\r\n- filters, tablecloths and table napkins, kitchen paper, baking parchment roll, kitchen film, aluminium foil, doily\r\n- disposable plates, cups and cutlery\r\n- vacuum cleaner bags\r\n- candles, lamp wicks, methylated spirits, plastic bags, garbage bags\r\n- matches, clothes pegs, clothes hangers, pins, safety pins, sewing needles, knitting needles, thimbles, nails, screws, nuts and bolts, tacks, washers, glues and adhesive tapes for household use, string, twine and rubber gloves"			"Други домакински стоки за краткотрайна употреба"	"Ostatní drobné spotřební zboží pro domácnost"	"Andre ikkevarige mindre husholdningsartikler"	"Andere Verbrauchsgüter für die Haushaltsführung"	"Άλλα μη διαρκή μικρά είδη οικιακής χρήσης"	"Otros artículos pequeños no duraderos para el hogar"	"Muud lühikese kasutusajaga majapidamiskaubad"	"Muut pienet kodin kulutustavarat"	"Earraí tí beaga neamh-mharthanacha eile"	"Autres petits articles de ménage non durables"	"Ostali potrošni mali predmeti za kućanstvo"	"Egyéb nem tartós, kis háztartási cikkek"	"Altri articoli non durevoli, di piccole dimensioni, per la casa"	"Kiti trumpalaikio naudojimo namų ūkio reikmenys"	"Citas īslaicīgas lietošanas mājsaimniecības preces"	"Oġġetti żgħar tad-dar oħrajn li ma jdumux iservu"	"Overige niet-duurzame kleine huishoudproducten"	"Pozostałe małe, nietrwałe artykuły gospodarstwa domowego"	"Outros pequenos artigos de uso doméstico, não duradouros"	"Alte articole casnice de dimensiuni mici, de folosință limitată"	"Ostatné malé predmety krátkodobej spotreby v domácnosti"	"Drugi majhni potrošni gospodinjski izdelki"	"Andra icke-varaktiga mindre hushållsvaror"
"0562"	"05.6.2"	"Domestic services and household services"	"3"	"056"	"05.6"	"Includes:\r\n- domestic services supplied by paid staff employed in private service such as butlers, cooks, maids, drivers, gardeners, governesses, secretaries, tutors and au pairs\r\n- similar services, including babysitting and housework, supplied by enterprises or self-employed persons\r\n- household services such as window cleaning, disinfecting, fumigation and pest extermination\r\n- dry-cleaning, laundering and dyeing of household linen, household textiles and carpets\r\n- hire of furniture, furnishings, carpets, household equipment and household linen"	"Excludes: \r\n- dry-cleaning, laundering and dyeing of garments (03.1.4)\r\n- refuse collection (04.4.2)\r\n- sewage collection (04.4.3)\r\n- co-proprietor charges for caretaking, gardening, stairwell cleaning, heating and lighting, maintenance of lifts and refuse disposal chutes, etc. in multi-occupied buildings (04.4.4)\r\n- security services (04.4.4)\r\n- snow removal and chimney sweeping (04.4.4)\r\n- removal and storage services (07.3.6)\r\n- services of wet-nurses, crèches, day-care centres and other child-minding facilities (12.4.0)\r\n- bodyguards (12.7.0)"		"Услуги за домакинството и битови услуги"	"Služby domácího personálu a služby pro domácnost"	"Hushjælp og tjenesteydelser i hjemmet"	"Dienstleistungen für die Haushaltsführung"	"Οικιακές υπηρεσίες και υπηρεσίες οικιακής μέριμνας"	"Servicio doméstico y otros servicios para el hogar"	"Kodu- ja majapidamisteenused"	"Kodin- ja taloudenhoitopalvelut"	"Seirbhísí tís agus seirbhísí tí"	"Services domestiques et services ménagers"	"Usluge pomoći u domaćinstvu i kućanske usluge"	"Háztartási alkalmazottak szolgáltatásai és háztartási szolgáltatások"	"Servizi domestici e per la casa"	"Namų ūkio personalo ir namų priežiūros paslaugos"	"Mājokļa uzkopšanas pakalpojumi un mājsaimniecības pakalpojumi"	"Servizzi domestiċi u servizzi tad-dar"	"Diensten ten behoeve van het huishouden"	"Usługi domowe i usługi związane z prowadzeniem gospodarstwa domowego"	"Serviços domésticos e serviços relativos à habitação"	"Servicii domestice și alte servicii pentru locuință"	"Bytové služby a služby pre domácnosť"	"Storitve za dom in gospodinjstvo"	"Hushållstjänster och tjänster för skötsel av hemmet"
"05621"	"05.6.2.1"	"Domestic services by paid staff"	"4"	"0562"	"05.6.2"	"Includes:\r\n- domestic services supplied by butlers, cooks, maids, drivers, gardeners, governesses, secretaries, tutors, au pairs, babysitters\r\n\r\nAlso includes:\r\n- house-maids that iron household linen and clothes in the family residence\r\n- household services provided by self-employed or enterprises"			"Услуги за домакинството от платен персонал"	"Placené služby domácího personálu"	"Hushjælp ydet af betalt personale"	"Dienstleistungen von bezahltem Hauspersonal"	"Οικιακές υπηρεσίες από αμειβόμενο προσωπικό"	"Servicio doméstico remunerado"	"Palgatud personali osutatavad koduteenused"	"Palkattujen henkilöiden kodinhoitopalvelut"	"Seirbhísí tís ag foireann atá á híoc"	"Services domestiques fournis par du personnel salarié"	"Usluge plaćenog osoblja u domaćinstvu"	"Fizetett háztartási alkalmazottak szolgáltatásai"	"Servizi domestici di personale retribuito"	"Apmokamo namų ūkio personalo paslaugos"	"Mājokļa uzkopšanas pakalpojumi, ko veic algoti darbinieki"	"Servizzi domestiċi offruti minn persunal li jitħallas"	"Huishoudelijke diensten van betaald personeel"	"Usługi domowe świadczone przez opłacany personel"	"Serviços domésticos prestados por pessoal remunerado"	"Servicii domestice prestate de personal remunerat"	"Bytové služby zabezpečované platenými zriadencami"	"Plačane storitve za dom"	"Hushållstjänster av avlönade anställda"
"05622"	"05.6.2.2"	"Cleaning services"	"4"	"0562"	"05.6.2"	"Includes:\r\n- dry-cleaning of household linen and textiles\r\n- carpet cleaning\r\n- laundering and dyeing of household textiles"			"Услуги за поддържане на дома"	"Úklidové služby"	"Rengøring"	"Reinigungsdienstleistungen"	"Υπηρεσίες καθαριότητας"	"Servicios de lavandería y tintorería de artículos para el hogar"	"Puhastusteenused"	"Siivouspalvelut"	"Seirbhísí glantacháin"	"Services de nettoyage"	"Usluge čišćenja"	"Takarítási szolgáltatások"	"Servizi di lavanderia"	"Valymo paslaugos"	"Tīrīšanas pakalpojumi"	"Servizzi tat-tindif"	"Reinigingsdiensten"	"Sprzątanie i czyszczenie"	"Serviços de limpeza"	"Servicii de curățenie"	"Upratovacie služby"	"Storitve čiščenja"	"Städtjänster"
"05623"	"05.6.2.3"	"Hire of furniture and furnishings"	"4"	"0562"	"05.6.2"	"Includes: \r\n- hire of carpets, household equipment and household linen"			"Вземане под наем на мебели и обзавеждане"	"Pronájem nábytku a zařízení"	"Leje af møbler og boligudstyr"	"Miete von Gütern für die Haushaltsführung"	"Ενοικίαση επίπλων και διακοσμητικών ειδών"	"Alquiler de mobiliario y accesorios"	"Mööbli ja sisustuse üürimine"	"Huonekalujen ja kalusteiden vuokraus"	"Troscán agus fearastuithe a fháil ar cíos"	"Location de meubles et d'articles d'ameublement"	"Najam namještaja i pokućstva"	"Bútorok és lakberendezési tárgyak kölcsönzése"	"Noleggio di mobili e arredi"	"Baldų ir būsto apstatymo reikmenų nuoma"	"Mēbeļu un mājokļa iekārtu noma"	"Il-kiri tal-għamara u tat-tagħmir tad-dar"	"Huur van meubelen en stoffering"	"Wynajem mebli i wyposażenia mieszkania lub domu"	"Aluguer de mobiliário e acessórios"	"Închirierea de mobile și articole de mobilier"	"Prenájom nábytku a bytového zariadenia"	"Najem pohištva in opreme"	"Hyra av möbler och inventarier"
"05629"	"05.6.2.9"	"Other domestic services and household services"	"4"	"0562"	"05.6.2"	"Includes:\r\n- other services supplied by enterprises or self-employed persons\r\n- cleaners, window cleaning\r\n- pest extermination, disinfections"			"Други услуги за домакинството и битови услуги"	"Ostatní služby domácího personálu a služby pro domácnost"	"Anden hushjælp og andre tjenesteydelser i hjemmet"	"Andere Dienstleistungen für die Haushaltsführung"	"Άλλες οικιακές υπηρεσίες και υπηρεσίες οικιακής μέριμνας"	"Otros servicios domésticos y para el hogar"	"Muud kodu- ja majapidamisteenused"	"Muut kotitalouspalvelut"	"Seirbhísí tís agus seirbhísí tí eile"	"Autres services domestiques et services ménagers"	"Ostale usluge pomoći u domaćinstvu i kućanske usluge"	"Háztartási alkalmazottak egyéb szolgáltatásai és egyéb háztartási szolgáltatások"	"Altri servizi domestici e per la casa"	"Kitos namų ūkio personalo ir namų priežiūros paslaugos"	"Citi mājokļa uzkopšanas pakalpojumi un mājsaimniecības pakalpojumi"	"Servizzi domestiċi u servizzi tad-dar oħrajn"	"Overige diensten ten behoeve van het huishouden"	"Pozostałe usługi domowe i usługi związane z prowadzeniem gospodarstwa domowego"	"Outros serviços domésticos e serviços relativos à habitação"	"Alte servicii domestice și servicii pentru locuință"	"Ostatné bytové služby a služby pre domácnosť"	"Druge storitve za dom in gospodinjstvo"	"Andra hushållstjänster och tjänster för skötsel av hemmet"
"06"	"06"	"HEALTH"	"1"			"Also includes:\r\n- health services purchased from school and university health centres"			"ЗДРАВЕОПАЗВАНЕ"	"ZDRAVÍ"	"SUNDHED"	"GESUNDHEITSWESEN"	"ΥΓΕΙΑ"	"SANIDAD"	"TERVISHOID"	"TERVEYS"	"SLÁINTE"	"SANTÉ"	"ZDRAVLJE"	"EGÉSZSÉGÜGY"	"SANITÀ"	"SVEIKATA"	"VESELĪBAS APRŪPE"	"SAĦĦA"	"GEZONDHEID"	"ZDROWIE"	"SAÚDE"	"SĂNĂTATE"	"ZDRAVOTNÍCTVO"	"ZDRAVSTVO"	"HÄLSO- OCH SJUKVÅRD"
"061"	"06.1"	"Medical products, appliances and equipment"	"2"	"06"	"06"	"This group covers medicaments, prostheses, medical appliances and equipment and other health-related products purchased by individuals or households, either with or without a prescription, usually from dispensing chemists, pharmacists or medical equipment suppliers. They are intended for consumption or use outside a health facility or institution."	"Such products supplied directly to outpatients by medical, dental and paramedical practitioners or to in-patients by hospitals and the like are included in outpatient services (06.2) or hospital services (06.3)."		"Лекарствени продукти и медицински изделия"	"Léčiva a zdravotnické prostředky"	"Medicinske produkter, apparater og medicinsk udstyr"	"Medizinische Erzeugnisse, Geräte und Ausrüstungen"	"Ιατρικά προϊόντα, συσκευές και εξοπλισμός"	"Productos, aparatos y equipos médicos"	"Meditsiinitooted, -vahendid ja -seadmed"	"Lääkevalmisteet, hoitolaitteet ja -tarvikkeet"	"Táirgí, fearais agus trealamh leighis"	"Produits, appareils et matériels médicaux"	"Medicinski proizvodi, pomagala i oprema"	"Gyógyszerek, egészségügyi termékek, gyógyászati segédeszközök és készülékek"	"Medicinali, attrezzature ed apparecchiature medicali"	"Medicinos gaminiai, aparatai ir įranga"	"Medikamenti, aparatūra un iekārtas"	"Prodotti, apparat u tagħmir mediku"	"Medische producten, apparaten en toestellen"	"Wyroby, przyrządy i urządzenia medyczne"	"Produtos, aparelhos e equipamento médicos"	"Produse, aparate și echipament medical"	"Zdravotnícke výrobky, zdravotnícke potreby a zariadenia"	"Medicinski proizvodi, pripomočki in oprema"	"Medicinska produkter, apparatur och utrustning"
"0611"	"06.1.1"	"Pharmaceutical products"	"3"	"061"	"06.1"	"Includes:\r\n- medicinal preparations, medicinal drugs, patent medicines, serums and vaccines, vitamins and minerals, cod liver oil and halibut liver oil, oral contraceptives"	"Excludes: \r\n- veterinary products (09.3.4)\r\n- articles for personal hygiene such as medicinal soaps (12.1.3)"		"Лекарствени продукти"	"Léčiva"	"Farmaceutiske produkter"	"Pharmazeutische Erzeugnisse (ohne solche für Tiere)"	"Φαρμακευτικά προϊόντα"	"Productos farmacéuticos"	"Ravimid"	"Farmaseuttiset tuotteet"	"Táirgí cógaisíochta"	"Produits pharmaceutiques"	"Farmaceutski proizvodi"	"Gyógyszerek, gyógyszeripari termékek"	"Prodotti farmaceutici"	"Farmacijos gaminiai"	"Farmaceitiskie preparāti"	"Prodotti farmaċewtiċi"	"Farmaceutische producten"	"Wyroby farmaceutyczne"	"Produtos farmacêuticos"	"Produse farmaceutice"	"Farmaceutické výrobky"	"Farmacevtski proizvodi"	"Farmaceutiska produkter"
"06110"	"06.1.1.0"	"Pharmaceutical products"	"4"	"0611"	"06.1.1"	"Includes:\r\n- medicinal preparations, medicinal drugs, patent medicines, serums and vaccines, vitamins and minerals, cod liver oil and halibut liver oil, oral contraceptives\r\n\r\nAlso includes:\r\n- homeopathic medicines"	"Excludes: \r\n- veterinary products (09.3.4.2)\r\n- articles for personal hygiene such as medicinal soaps (12.1.3.2)"		"Лекарствени продукти"	"Léčiva"	"Farmaceutiske produkter"	"Pharmazeutische Erzeugnisse (ohne solche für Tiere)"	"Φαρμακευτικά προϊόντα"	"Productos farmacéuticos"	"Ravimid"	"Farmaseuttiset tuotteet"	"Táirgí cógaisíochta"	"Produits pharmaceutiques"	"Farmaceutski proizvodi"	"Gyógyszerek, gyógyszeripari termékek"	"Prodotti farmaceutici"	"Farmacijos gaminiai"	"Farmaceitiskie preparāti"	"Prodotti farmaċewtiċi"	"Farmaceutische producten"	"Wyroby farmaceutyczne"	"Produtos farmacêuticos"	"Produse farmaceutice"	"Farmaceutické výrobky"	"Farmacevtski proizvodi"	"Farmaceutiska produkter"
"0612"	"06.1.2"	"Other medical products"	"3"	"061"	"06.1"	"Includes:\r\n- clinical thermometers, adhesive and non-adhesive bandages, hypodermic syringes, first-aid kits, hot-water bottles and ice bags, medical hosiery items such as elasticated stockings and knee supports, pregnancy tests, condoms and other mechanical contraceptive devices"			"Разнообразни медицински изделия"	"Ostatní zdravotnické výrobky"	"Andre medicinske produkter"	"Andere medizinische Erzeugnisse"	"Άλλα ιατρικά προϊόντα"	"Otros productos médicos"	"Muud meditsiinitooted"	"Muut lääkevalmisteet"	"Táirgí eile leighis"	"Produits médicaux divers"	"Ostali medicinski proizvodi"	"Egyéb egészségügyi termékek"	"Altri prodotti medicali"	"Kiti medicinos gaminiai"	"Citi medicīniskie produkti"	"Prodotti mediċi oħrajn"	"Overige medische producten"	"Pozostałe wyroby medyczne"	"Outros produtos médicos"	"Alte produse medicale"	"Ostatné zdravotnícke výrobky"	"Drugi medicinski proizvodi"	"Andra medicinska produkter"
"06121"	"06.1.2.1"	"Pregnancy tests and mechanical contraceptive devices"	"4"	"0612"	"06.1.2"	"Includes: \r\n- condoms"			"Тестове за бременност и механични контрацептивни средства"	"Těhotenské testy a mechanické antikoncepční prostředky"	"Graviditetstest og mekaniske svangerskabsforebyggende midler"	"Schwangerschaftstests und mechanische Empfängnisverhütungsmittel"	"Τεστ εγκυμοσύνης και μηχανικά αντισυλληπτικά μέσα"	"Pruebas de embarazo y anticonceptivos no orales"	"Rasedustestid ja mehhaanilised rasestumisvastased vahendid"	"Raskaustestit ja mekaaniset ehkäisyvälineet"	"Tástálacha le haghaidh toirchis agus feistí frithghiniúna meicniúla"	"Tests de grossesse et dispositifs contraceptifs mécaniques"	"Testovi za trudnoću i mehanička kontracepcijska sredstva"	"Terhességi tesztek és mechanikus fogamzásgátlók"	"Test di gravidanza e dispositivi meccanici di contraccezione"	"Mėginiai nėštumui nustatyti ir mechaninės kontraceptinės priemonės"	"Grūtniecības testi un mehāniskie kontraceptīvie līdzekļi"	"Testijiet tat-tqala u apparat kontraċettiv mekkaniku"	"Zwangerschapstests en mechanische contraceptiva"	"Testy ciążowe i mechaniczne środki antykoncepcyjne"	"Testes de gravidez e dispositivos contracetivos mecânicos"	"Teste de sarcină și dispozitive contraceptive mecanice"	"Tehotenské testy a mechanické prostriedky zabraňujúce počatiu"	"Testi nosečnosti in mehanična kontracepcijska sredstva"	"Graviditetstest och mekaniska preventivmedel"
"06129"	"06.1.2.9"	"Other medical products n.e.c."	"4"	"0612"	"06.1.2"	"Includes:\r\n- clinical thermometers, adhesive and non-adhesive bandages, hypodermic syringes, first-aid kits, hot-water bottles and ice bags, disposable ice, medical hosiery items such as elasticated stockings and knee-supports"			"Разнообразни медицински изделия, некласифицирани другаде"	"Ostatní zdravotnické výrobky j. n."	"Andre medicinske produkter i.a.n."	"Andere medizinische Erzeugnisse, a.n.g."	"Άλλα ιατρικά προϊόντα π.δ.κ.α."	"Otros productos médicos n. c. o. p."	"Muud mujal klassifitseerimata meditsiinitooted"	"Muut lääkevalmisteet, muualle luokittelemattomat"	"Táirgí eile leighis g.a.e."	"Autres produits médicaux n.c.a."	"Ostali medicinski proizvodi, d. n."	"Máshova nem sorolt egyéb egészségügyi termékek"	"Altri prodotti medicali n.c.a."	"Kiti niekur kitur nepriskirti medicinos gaminiai"	"Citi citur neklasificēti medicīniskie produkti"	"Prodotti mediċi oħrajn li mhuma kklassifikati mkien ieħor"	"Andere medische producten n.e.g."	"Pozostałe wyroby medyczne, gdzie indziej niesklasyfikowane"	"Outros produtos médicos, n.e."	"Alte produse medicale n.c.a."	"Ostatné zdravotnícke výrobky i. n."	"Drugi medicinski proizvodi, d.n."	"Övriga medicinska produkter"
"0613"	"06.1.3"	"Therapeutic appliances and equipment"	"3"	"061"	"06.1"	"Includes:\r\n- corrective eyeglasses and contact lenses, hearing aids, glass eyes, artificial limbs and other prosthetic devices, orthopaedic braces and supports, orthopaedic footwear, surgical belts, trusses and supports, neck braces, medical massage equipment and health lamps, powered and unpowered wheelchairs and invalid carriages, "special" beds, crutches, electronic and other devices for monitoring blood pressure, etc.\r\n- repair of therapeutic appliances and equipment\r\n\r\nAlso includes:\r\n- dentures but not fitting costs"	"Excludes: \r\n- hire of therapeutic equipment (06.2.3)\r\n- protective goggles, belts and supports for sport (09.3.2)\r\n- sunglasses not fitted with corrective lenses (12.3.2)"		"Терапевтични апарати и оборудване"	"Terapeutické přístroje a vybavení"	"Medicinske apparater og medicinsk udstyr"	"Therapeutische Geräte und Ausrüstungen"	"Θεραπευτικές συσκευές και εξοπλισμός"	"Aparatos y equipos terapéuticos"	"Terapeutilised vahendid ja seadmed"	"Hoitolaitteet ja -välineet"	"Fearais agus trealamh teiripe"	"Appareils et matériel thérapeutiques"	"Terapeutska pomagala i oprema"	"Gyógyászati segédeszközök és készülékek"	"Attrezzature e apparecchi terapeutici"	"Terapiniai aparatai ir įranga"	"Terapeitiskā aparatūra un iekārtas"	"Apparat u tagħmir terapewtiku"	"Therapeutische apparaten en toestellen"	"Urządzenia i sprzęt terapeutyczny"	"Aparelhos e equipamentos terapêuticos"	"Aparate și echipamente terapeutice"	"Terapeutické pomôcky a zariadenia"	"Terapevtski pripomočki in oprema"	"Medicinsk apparatur och utrustning"
