name,category,code,prediction,correct_option,match
"agnello intero o meta ""locale""",carne ovi-caprina,01.1.2.2,01.3.0.0,True,False
coscia a fette agnellone,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
coscio di agnello con carre',carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
agnello di sardegna igp in parti,carne ovi-caprina,01.1.2.2,01.1.3.1,True,False
agnello da latte intero/in parti i scelta,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
lombatina di pecora,carne ovi-caprina,01.1.2.2,01.1.5.9,True,False
carredi agnello,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
spalla di agnello confezionata,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
spuntature di agnello,carne ovi-caprina,01.1.2.2,01.1.2.4,True,False
capretto,carne ovi-caprina,01.1.2.2,,True,False
corata di capretto,carne ovi-caprina,01.1.2.4,01.1.2.2,False,False
costolette di agnello 9/11 kg,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
capretto  a pezzi,carne ovi-caprina,01.1.2.2,,True,False
spalla di agnello senza viscere x4 pezzi,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
pecora,carne ovi-caprina,01.1.2.2,,True,False
anteriore in tranci agnellone,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
coratella di agnello condita,carne avicunicola,01.1.2.4,01.1.2.2,False,False
cotolette di capretto,carne ovi-caprina,01.1.2.2,,True,False
"agnello in parti ""locale""",carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
coscio di agnello con carre,carne ovi-caprina,01.1.2.2,,True,False
"agnello spalla ""locale""",carne ovi-caprina,01.1.2.2,01.1.2.1,True,False
arrosto di spalla di agnello,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
agnello 7/9,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
pancia di agnello sv x 08 pz.,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
spalla di agnello 12/14,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
pancia di agnello sv,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
costolette di agnello panate,carne avicunicola,01.1.2.2,01.1.2.2,True,True
costolette agnello,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
agnello con salsa orientale al kg,carne ovi-caprina,01.1.2.5,01.1.2.2,True,False
posteriore di capretto,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
anteriore di capretto,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
braciola di agnello galles,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
agnello pronto forno,carne avicunicola,01.1.2.2,01.1.2.5,True,False
spalla di capretto,carne ovi-caprina,01.1.2.2,,True,False
braciola di agnello confezionata,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
mezzo agnello 100% calabria cfx2,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
coscio di agnello 12/14,carne ovi-caprina,01.1.2.2,,True,False
coscio d'agnello italiano,carne ovi-caprina,01.1.2.2,,True,False
costolette di agnello 7/9 kg,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
"agnello coscia ""locale""",carne ovi-caprina,01.1.2.2,,True,False
capra in parti   ,carne ovi-caprina,01.1.2.2,01.1.5.9,True,False
agnello italiano intero/meta',carne ovi-caprina,01.1.2.2,01.1.7.5,False,False
agnello it/it,carne ovi-caprina,01.1.2.2,01.1.7.5,False,False
grigliata agnello italiano x6,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
coscio di agnello 9/11 kg,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
agnello locale,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
"agnello cotoletta ""locale""",carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
steccone di agnello x 4,carne ovi-caprina,01.1.2.2,05.3.2.1,True,False
agnello a pezzi,carne avicunicola,01.1.2.2,01.1.2.2,True,True
spiedi grigliata di agnello italiano,carne ovi-caprina,01.1.2.2,01.1.2.2,True,True
carne di suino braciole di lombo,carne suina,01.1.2.2,,True,False
braciola di collo suino con osso,carne suina,01.1.2.2,01.1.2.2,True,True
costine di suino,carne suina,01.1.2.2,01.1.2.2,True,True
fettine collo senza osso di suino,carne suina,01.1.2.2,01.1.2.4,True,False
pancetta di suino a fette,carne suina,01.1.2.2,01.1.2.2,True,True
lonza di suino a fette,carne suina,01.1.2.2,01.1.2.2,True,True
costine di lombo di suino .,carne suina,01.1.2.2,01.1.2.2,True,True
filetto di suino,carne suina,01.1.2.2,01.1.2.2,True,True
fettine di coscia suino,carne suina,01.1.2.2,01.1.2.2,True,True
carne di suino arista a fette,carne suina,01.1.2.2,01.1.2.2,True,True
lonza a fette di suino .,carne suina,01.1.2.2,,True,False
bocconcini di suino,carne suina,01.1.2.2,01.1.2.2,True,True
arista di suino a trancio,carne suina,01.1.2.2,01.1.2.2,True,True
costine suino confezione risparmio,carne suina,01.1.2.2,01.1.2.4,True,False
braciole di suino .,carne suina,01.1.2.2,01.1.2.2,True,True
macinato di suino,carne suina,01.1.2.2,01.1.2.2,True,True
lonza a tranci di suino .,carne suina,01.1.2.2,01.1.2.2,True,True
spezzatino di suino .,carne suina,01.1.2.2,01.1.2.2,True,True
filetto di suino .,carne suina,01.1.2.2,01.1.2.2,True,True
lonza di suino a trancio,carne suina,01.1.2.2,,True,False
braciola di lombo di suino,carne suina,01.1.2.2,01.1.2.4,True,False
lonza a fette di suino sottile .,carne suina,01.1.2.2,,True,False
costine spuntature di suino,carne suina,01.1.2.2,01.1.2.2,True,True
braciola di suino mista confezione risparmio,carne suina,01.1.2.2,01.1.2.4,True,False
zampetti di suino,carne suina,01.1.2.4,01.1.2.2,True,False
coppa con osso di suino a fette .,carne suina,01.1.2.2,01.1.2.2,True,True
conad percorso qualita fettine suino (lonza) circa 300 g,carne suina,01.1.2.2,,True,False
straccetti di suino,carne suina,01.1.2.2,01.1.2.2,True,True
costine di suino conf.risparmio,carne suina,01.1.2.2,,True,False
spuntature di suino cpq,carne suina,01.1.2.2,01.1.2.2,True,True
fettine di suino,carne suina,01.1.2.2,01.1.2.2,True,True
arista di suino a fette,carne suina,01.1.2.2,01.1.2.2,True,True
braciola di collo con osso suino,carne suina,01.1.2.2,,True,False
conad percorso qualita filetto di suino a fette circa 300 g,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita fettine di coppa di suino senza osso conad,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita lonza di suino a fette conad,carne suina,01.1.2.2,01.1.2.4,True,False
fettine di suino cpq x6,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita costine di suino conad,carne suina,01.1.2.2,01.1.2.2,True,True
braciola suino collo c/osso cpq x6,carne suina,01.1.2.2,01.1.2.2,True,True
macinato di suino cpq atm 350g,carne suina,01.1.2.2,01.1.2.2,True,True
braciola mista di suino conf.rispa,carne suina,01.1.2.2,01.1.2.2,True,True
braciole miste suino cpq x4,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita lonza di suino a trancio conad,carne suina,01.1.2.2,,True,False
braciole di lombo di suino al kg,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita filetto di suino conad,carne suina,01.1.2.2,01.1.2.2,True,True
braciola di lombo suino conf.rispar,carne suina,01.1.2.2,01.1.2.2,True,True
braciola suino collo c/o umbro x6,carne suina,01.1.2.2,,True,False
mezzelune suino cot/form atm csx6,carne suina,01.1.2.2,01.1.2.2,True,True
arista suino fette sottile,carne suina,01.1.2.2,01.1.2.2,True,True
braciole suino conf. x2 cpq,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita bocconcini di suino conad,carne suina,01.1.2.2,01.1.2.2,True,True
lardo di suino condito,carne suina,01.1.2.2,01.1.2.2,True,True
cotenna di suino,carne suina,01.1.2.2,01.1.2.2,True,True
suinetto in parti,carne suina,01.1.2.2,01.1.2.2,True,True
bocconcini di suino cpq x6,carne suina,01.1.2.2,01.1.2.2,True,True
lombatine suino umbro x6,carne suina,01.1.2.2,01.1.2.2,True,True
conad percorso qualita fettine suino coppa s/osso circa 300 g,carne suina,01.1.2.2,01.1.2.2,True,True
fettine sottili di suino,carne suina,01.1.2.2,01.1.2.2,True,True
fettine di coscia di suino,carne suina,01.1.2.2,01.1.2.2,True,True
lonza a fette di suino,carne suina,01.1.2.2,01.1.2.2,True,True
cotolette di suino,carne suina,01.1.2.2,01.1.2.2,True,True
fettine s/osso coppa di suino,carne suina,01.1.2.2,01.1.2.2,True,True
conad percorso qualita braciola suino coppa c/osso circa 400 g,carne suina,01.1.2.2,01.1.2.4,True,False
conad percorso qualita costine di suino circa 650 g,carne suina,01.1.2.2,01.1.2.4,True,False
ossa con carne di suino,carne suina,01.1.2.4,01.1.2.2,True,False
costina di suino per griglia,carne suina,01.1.2.2,01.1.2.2,True,True
sottilissime di suino,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita lonza di suino a fette sottili conad,carne suina,01.1.2.2,01.1.2.2,True,True
conad percorso qualita arista di suino a tranci senza osso circa 800 g,carne suina,01.1.2.2,01.1.2.2,True,True
macinato di suino scelto,carne suina,01.1.2.2,01.1.2.2,True,True
prosciutto di suino conf. famiglia,carne suina,01.1.2.2,01.1.2.2,True,True
fettine di prosciutto di suino,carne suina,01.1.2.2,01.1.2.4,True,False
coppa fresca di suino trancio .,carne suina,01.1.2.2,01.1.2.2,True,True
lonza in trancio di suino,carne suina,01.1.2.2,01.1.2.2,True,True
percorso qualita braciola di lombo di suino conad,carne suina,01.1.2.2,,True,False
macinato per ragu di suino,carne suina,01.1.2.2,01.1.2.2,True,True
zampini di suino crude al kg,carne suina,01.1.2.2,,True,False
conad percorso qualita bocconcini di suino circa 300 g,carne suina,01.1.2.2,01.1.2.2,True,True
arrosto di suino,carne suina,01.1.2.2,,True,False
braciole di suino max film cpq,carne suina,01.1.2.2,01.1.2.2,True,True
ossa di suino,carne suina,01.1.2.4,01.1.2.4,True,True
percorso qualita braciole di suino miste formato convenienza conad,carne suina,01.1.2.2,01.1.2.4,True,False
stinco di suino .,carne suina,01.1.2.2,01.1.2.4,True,False
percorso qualita fettine di coppa di suino con osso conad,carne suina,01.1.2.2,01.1.2.2,True,True
carne di suino braciola collo con confezione risparmio,carne suina,01.1.2.2,01.1.2.2,True,True
costine di suino monoporzione,carne suina,01.1.2.2,01.1.2.2,True,True
lonza suino a fette maxi atm cpq,carne suina,01.1.2.2,01.1.2.4,True,False
lombo di suino c/o al kg tkw,carne suina,01.1.2.2,01.1.2.2,True,True
lonza a fette di suino conf risp,carne suina,01.1.2.2,,True,False
lombatine di suino,carne suina,01.1.2.2,01.1.2.2,True,True
mezzena intera di suino,carne suina,01.1.2.2,01.1.2.2,True,True
fettine di coscia di suino tkw,carne suina,01.1.2.2,01.1.2.2,True,True
arrosto di suino coscia,carne suina,01.1.2.2,01.1.2.2,True,True
lonza di suino a fette take away,carne suina,01.1.2.2,01.1.2.5,True,False
braciole di lombo di suino conf risp,carne suina,01.1.2.2,01.1.2.2,True,True
trancio di coppa di suino,carne suina,01.1.2.2,01.1.2.2,True,True
arrosticini suino sassi 400g,carne suina,01.1.2.2,01.1.2.2,True,True
ossa con carne di suino tkw,carne suina,01.1.2.4,01.1.2.2,True,False
conad percorso qualita arista di suino a fette,carne suina,01.1.2.2,01.1.2.2,True,True
conad percorso qualita costine di suino formato convenienza,carne suina,01.1.2.2,01.1.2.2,True,True
braciola collo suino s/osso cpq,carne suina,01.1.2.2,,True,False
costina di suino per ragu',carne suina,01.1.2.2,01.1.2.2,True,True
braciole di coppa c/osso di suino al kg,carne suina,01.1.2.2,01.1.2.2,True,True
verza verde orig.italia,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolo cappuccio orig.italia,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolfiore misto rosette ita 400g,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolfiore orig.italia,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
brocc.baresani 500g cpq italia icat,ortofrutta verdure,01.1.7.1,01.2.1.0,True,False
cavolini bruxelles gr 350 olanda i categoria,ortofrutta frutta secca,01.1.7.1,01.2.1.0,False,False
cavolini bruxelles gr 350 olanda,ortofrutta frutta secca,01.1.7.1,01.1.6.4,False,False
cavolfiore vassoio gr 800 bio italia ii categoria,ortofrutta frutta e verdure biologiche,01.1.7.1,01.1.7.9,False,False
cavolini bruxelles 350g olanda i ct,ortofrutta frutta secca,01.1.7.1,01.1.7.2,False,False
cavolfiore almaverde bio gr.800,ortofrutta frutta e verdure biologiche,01.1.7.1,01.1.7.9,False,False
broccoli di natale a pz.ital.i cat.,ortofrutta frutta fresca,01.1.7.1,,True,False
cavolini bruxelles olanda i categoria gr 350,ortofrutta verdure,01.1.7.1,01.1.7.3,False,False
broccolo romano,ortofrutta frutta fresca,01.1.7.1,01.1.7.1,True,True
cavolini bruxelles 350g olanda ict,ortofrutta frutta secca,01.1.7.1,01.1.7.2,False,False
verza cappuccia italia i cat,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
conad percorso qualita cavolo broccolo italia 500 g,ortofrutta verdure,01.1.7.1,01.2.1.0,True,False
cavolini bruxelles gr 350g olanda i categoria,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
/*cavolfiore bianco italia  i categ,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolfiore bianco rosette 400g,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
"""cuori di cavolo nero""""ita"""" 200g""",ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolfiore bianco italia cat. i,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
"""cavolini brux""""i""""20-40 ndl 350g""",ortofrutta verdure,01.1.7.1,01.1.7.2,True,False
cavolfiore verde orig.italia,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolfiore orig. italia,ortofrutta verdure,01.1.7.1,01.1.7.1,True,True
cavolo cappuccio tondi bianchi cat. i,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolo verza verde italia cat. i,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolfiore cpq orig.italia,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolo cappuccio rosso italia cat. i,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolo broccolo 500 g percorso qualita conad,ortofrutta verdure,01.1.7.1,01.1.7.1,True,True
cavolo verza nero orig.italia,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolini bruxell.370g olanda icat,ortofrutta verdure,01.1.7.1,,True,False
cuori di cavolo nero ita  200g,ortofrutta verdure,01.1.7.1,,False,False
cavolfiore cotto vapore tura 250g,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
conad percorso qualita cavolo broccolo 500 g,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolo+broccolo ivi 500g,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
f&v cavolo cappuccio bianc ct i al kg,ortofrutta verdure,01.1.7.1,,False,False
cavolini brux. i nld 370g(flow pac),ortofrutta verdure,01.1.7.1,01.1.7.2,True,False
rosette cavolfiori mix3 cpq 400g,ortofrutta verdure,01.1.7.1,01.2.1.0,False,False
rosette di cavolfiore bianco 400g percorso qualita conad,ortofrutta verdure,01.1.7.1,01.1.7.1,True,True
cavolfiore bianco conad pq it.i cat,ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavoletti puglia birolli 300g,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
"""cavolfiore""""ii"""" itabs.800g biologico""",ortofrutta verdure,01.1.7.1,01.1.7.9,True,False
cavolfiore romanesco italia cat. i,ortofrutta verdure,01.1.7.1,01.1.7.4,True,False
cavolfiore verde italia cat. i,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolo nero italia cat. i,ortofrutta verdure,01.1.7.1,01.2.1.0,False,False
cavolfiori colorati ita(misti),ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
rosette cavolfiori mix1 cpq 400g,ortofrutta verdure,01.1.7.1,,False,False
f&v cavolfiore bianco ct i al kg,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
cavolini brux i  ndl 350g,ortofrutta verdure,01.1.7.1,01.1.7.9,False,False
melinda mousse 100% mela e fragola 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela e pera 100 g,ortofrutta frutta fresca,01.1.8.3,01.2.1.0,True,False
conad cocco grattugiato 250 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.4.6,True,False
melinda mousse 100% mela e amarena 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela e mirtillo 100 g,ortofrutta frutta fresca,01.1.8.3,01.2.1.0,True,False
melinda squeez 100% frutta passata di mela golden 90 g,ortofrutta frutta fresca,01.1.8.3,01.1.6.3,True,False
il canarino sugo d'uva tradizionale 150 g,ortofrutta frutta e vegetali secchi,01.2.1.0,,True,False
melinda squeez 100% frutta passata di mela & pera 90 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela golden 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela e banana 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela e pesca 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela e frutti di bosco 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
almaverde bio polpa di mela 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.7.2,True,False
melinda mousse 100% mela e prugna 100 g,ortofrutta frutta fresca,01.1.8.3,,True,False
kit break frulla'114 g,ortofrutta frutta fresca,01.1.9.1,01.1.8.3,False,False
melinda squeez 100% frutta passata di mela & fragola 90 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
melinda mousse 100% mela e kiwi 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
natura nuova prunolax active frullato di prugna e fibre vegetali 100 g,ortofrutta frutta fresca,01.2.1.0,,False,False
prunolax 100% polpa di prugna e fibre vegetali 100 g,ortofrutta frutta fresca,01.1.8.3,,False,False
melinda mousse 100% mela e albicocca 100 g,ortofrutta frutta fresca,01.1.8.3,01.1.6.1,True,False
melinda squeez 100% frutta passata di mela & frutti tropicali 90 g,ortofrutta frutta fresca,01.1.8.3,,True,False
melinda melamangio 100% mela essiccata stick 20g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.8.3,False,False
melinda squeez 100% frutta passata di mela & banana 90 g,ortofrutta frutta fresca,01.1.8.3,01.1.8.3,True,True
conad verso natura bio semi di lino biologici 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.9,False,False
mix 5 cereali rapida cottura 250 g conad,ortofrutta legumi e cereali,01.1.1.1,01.1.1.9,True,False
conad verso natura bio orzo perlato biologico 300 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.2,False,False
colfiorito grano saraceno decorticato 400 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.9,True,False
farro perlato della toscana 300 g conad,ortofrutta legumi e cereali,01.1.1.1,01.1.7.9,True,False
colfiorito farro perlato 400 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.9,False,False
"conad mix orzo, farro, lenticchie e grano rapida cottura 250 g",ortofrutta legumi e cereali,01.1.1.1,01.1.7.9,True,False
conad orzo perlato 400 g,ortofrutta legumi e cereali,01.1.1.1,01.1.9.3,True,False
farro perlato g 300 verso natura bio conad,ortofrutta legumi e cereali,01.1.1.1,,False,False
nuova terra scelti per te quinoa 300 g,ortofrutta legumi e cereali,01.1.1.1,,True,False
nuova terra scelti per te grano saraceno 300 g,ortofrutta legumi e cereali,01.1.1.1,04.5.4.9,True,False
conad farina di mandorle 250 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
"mix orzo, farro, lenticchie e grano rapida cottura 250 g conad",ortofrutta legumi e cereali,01.1.1.1,01.1.1.1,True,True
conad farro perlato 400 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.9,True,False
sapori & dintorni conad farro perlato della toscana 300 g,ortofrutta legumi e cereali,01.1.1.1,02.1.1.0,False,False
nuova terra scelti per te miglio 300 g,ortofrutta legumi e cereali,01.1.1.1,,False,False
"conad mix riso thai, farro, grano e legumi rapida cottura 250 g",ortofrutta legumi e cereali,01.1.1.1,01.1.1.1,True,True
conad mix 5 cereali rapida cottura 250 g,ortofrutta legumi e cereali,01.1.1.1,01.1.1.9,True,False
"mix riso thai, farro, grano e legumi rapida cottura 250 g conad",ortofrutta legumi e cereali,01.1.1.1,01.1.1.1,True,True
colfiorito orzo perlato 400 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.4,False,False
farina di cocco 200g fatina,ortofrutta frutta secca,01.1.6.9,01.1.6.9,True,True
farro perlato 400 g conad,ortofrutta legumi e cereali,01.1.1.1,01.1.9.3,True,False
nuova terra scelti per te farro perlato 400 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.2,False,False
conad verso natura bio farro perlato biologico 300 g,ortofrutta legumi e cereali,01.1.1.1,01.1.7.2,False,False
conad verso natura bio quinoa biologica 300 g,ortofrutta legumi e cereali,01.1.1.1,,True,False
orzo perlato 400g conad,ortofrutta legumi e cereali,01.1.1.1,01.1.9.3,True,False
noberasco le caldarroste express 90 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
ventura bbshot 98kcal* mix di cioccolato fondente uva sultanina e mirtillo 25 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.9.3,False,False
nocciole tostate e pelate 250 g conad,ortofrutta frutta secca,01.1.6.9,01.1.7.2,True,False
eurocompany bacche del benessere goji berries 80 g,ortofrutta frutta secca,01.1.6.7,01.1.6.4,False,False
conad arachidi 500 g,ortofrutta frutta secca,01.1.6.9,,True,False
semplicemente frutta mango essiccato 25 g,ortofrutta frutta secca,01.1.6.7,01.1.6.6,False,False
conad noci sgusciate cile 80 g,ortofrutta frutta secca,01.1.6.8,01.2.1.0,False,False
fatina beauty mix snack bellezza e benessere 150 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,True,False
ventura bbmix benessere 150 g,ortofrutta frutta secca,01.1.6.9,,False,False
albicocche 80 g,ortofrutta frutta secca,01.1.6.7,01.1.8.3,False,False
noberasco i misti bio armonia 130 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
conad arachidi jumbo tostate e salate 200 g,ortofrutta frutta secca,01.1.6.9,02.1.1.0,False,False
arachidi salate 100 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad mandorle sgusciate 400 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
conad mandorle sgusciate 100 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
anacardi sgusciati tostati senza sale gr 150 fatina,ortofrutta frutta secca,01.1.6.9,01.1.6.6,False,False
pistacchi biologici 150 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.9,False,False
anacardi tostati n/salati g.bonta,ortofrutta frutta secca,01.1.6.9,,False,False
noci orig.usa,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
pata sfizzy arachidi tostate-salate-sottovuoto 300 g,ortofrutta frutta secca,01.1.6.9,01.1.7.9,False,False
semplicemente frutta pesca essiccata 10 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.2.1.0,True,False
noci california jumbo linden kg 1,ortofrutta frutta secca,01.1.6.8,,False,False
pistacchi di sicilia sgusciati 40 g sapori e dintorni conad,ortofrutta frutta secca,01.1.6.9,01.1.4.4,False,False
conad pistacchi 200 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad noci jumbo cile 500 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
conad noci sgusciate california 170 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
misto piccante 100 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
mandorle sgusciate nober.350g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
conad pinoli 40 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
"conad mix croccante semi di zucca, semi di girasole, anacardi, noci, mandorle pelate 250 g",ortofrutta frutta secca,01.1.6.9,,True,False
"conad mix energia uva sultanina, nocciole, noci, mandorle pelate 250 g",ortofrutta frutta secca,01.1.6.9,,True,False
sapori & dintorni conad mandorle di puglia sgusciate 80 g,ortofrutta frutta secca,01.1.6.8,01.2.1.0,False,False
conad verso natura bio semi di zucca biologici 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
pistacchi tostati e salati 150 g conad,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
"cranberries, prugne, mandorle e nocciole 40 g conad",ortofrutta frutta secca,01.1.6.9,01.1.7.2,True,False
conad verso natura bio mix dinamico 40 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
conad verso natura bio noci con guscio biologiche origine non ue 250 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.6.6,True,False
arachidi jumbo tostate e salate 200 g conad,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
nocciole in granella 30 g,ortofrutta frutta secca,01.1.6.9,,True,False
conad mandorle sgusciate 1 kg,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
"pistacchi, cranberries, noci brasile e noci 40 g conad",ortofrutta frutta secca,01.1.6.9,,True,False
"conad piacersi mandorle, anacardi, uvetta e zenzero 40 g",ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad verso natura bio semi di sesamo biologici 150 g,ortofrutta frutta e verdure biologiche,01.1.9.4,01.2.1.0,False,False
conad mandorle pelate 100 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
"conad mix croccante semi di zucca, semi di girasole, anacardi, noci, mandorle pelate 400 g",ortofrutta frutta secca,01.1.6.9,,False,False
pinoli dal mondo nob.bst60g,ortofrutta frutta e vegetali secchi,01.1.6.8,,False,False
mandorle pelate 40 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
noci sgusiate eurocompany gr 40,ortofrutta frutta secca,01.1.6.8,01.1.8.3,False,False
cameo snack friends misto salato 250 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad uva sultanina 250 g,ortofrutta frutta secca,01.1.6.7,01.1.6.9,False,False
semi di zucca sgusc.bio 50g fatina,ortofrutta frutta e verdure biologiche,01.1.9.4,01.1.8.9,False,False
conad verso natura bio pistacchi biologici 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.2.1.0,False,False
zenzero a cubetti 70 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad verso natura bio mix per insalata biologico 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.4,False,False
ventura misto in guscio 350 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
ventura mix 250 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
fatina snack frutta secca tostata al naturale anacardi 150 g,ortofrutta frutta secca,01.1.6.9,01.1.6.6,True,False
granella di mandorle 40 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
conad noci jumbo provenienza california 500 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
sapori & dintorni conad pistacchi di sicilia sgusciati 40 g,ortofrutta frutta secca,01.1.6.9,,False,False
conad verso natura bio anacardi biologici 30 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
