Code,Description
13.4.4,Tertiary education corresponding to COPNI codes (10.4.0) and (14.4.4)
13.4.5,Education not definable by level
13.4.5,Education not definable by level as specified in COPNI 04.5.0
13.4.5,Corresponds to COPNI codes 10.5.0 and 14.4.5
13.4.6,Other educational services
13.4.6,"Services provided by educational institutions, such as language courses, computer training, and professional certification programs as specified in COPNI 04.6.0"
13.4.6,"Educational support services, including tutoring, test preparation, and educational consulting as specified in COPNI 04.7.0"
13.5.0,Social protection
13.5.0,Social protection as specified in COPNI 05.1.0
13.5.0,Social protection as specified in COPNI 05.2.0
13.5.0,Social protection corresponding to COPNI (12.4.0)
13.5.0,Social protection corresponding to COPNI (14.5.0)
13.6.1,Religion
13.6.1,Religious books
13.6.1,Religious worship services
13.6.1,Religious education
13.6.1,Religious charitable donations
13.6.1,Religious artifacts
13.6.1,Religious ceremonies
13.6.1,Religious retreats
13.6.1,Religious pilgrimages
13.6.2,"Political parties, labour and professional organizations"
13.6.2,Political parties
13.6.2,Labour organizations
13.6.2,Professional organizations
13.6.3,Environmental protection
13.6.3,Protection of air and water quality as specified in COPNI 08.1.0
13.6.3,Waste management and reduction as specified in COPNI 08.2.0
13.6.3,Conservation of natural resources and ecosystems
13.6.3,Climate change mitigation and adaptation measures
13.6.4,Services n.e.c.
13.6.4,Services n.e.c. as specified in COPNI 09.1.0
13.6.4,Services n.e.c. as specified in COPNI 09.2.0
14.1.0,Housing
14.1.0,Housing as specified in COFOG 10.6.0
14.1.0,Housing corresponding to COFOG 04.1.1
14.1.0,Housing corresponding to COFOG 13.1.0
14.2.1,Pharmaceutical products
14.2.1,Pharmaceutical products as specified in COFOG 07.1.1
14.2.1,Corresponds to COFOG 06.1.1
14.2.1,Corresponds to COFOG 13.2.1
14.2.2,Other medical products
14.2.2,Medical products as specified in COFOG 07.1.2
14.2.2,Products corresponding to COFOG 06.1.2
14.2.2,Products corresponding to COFOG 13.2.2
14.2.3,Therapeutic appliances and equipment
14.2.3,Therapeutic appliances
14.2.3,Therapeutic equipment
14.2.3,COFOG 07.1.3 appliances
14.2.3,COFOG 07.1.3 equipment
14.2.3,06.1.3 therapeutic appliances
14.2.3,06.1.3 therapeutic equipment
14.2.3,13.2.3 therapeutic appliances
14.2.3,13.2.3 therapeutic equipment
14.2.4,Outpatient medical services
14.2.4,Outpatient medical services as specified in COFOG 07.2.1
14.2.4,Outpatient medical services as specified in COFOG 07.2.2
14.2.4,Outpatient medical services corresponding to 06.2.1
14.2.4,Outpatient medical services corresponding to 13.2.4
14.2.5,Outpatient dental services
14.2.5,Outpatient dental services as specified in COFOG 07.2.3
14.2.5,Outpatient dental services corresponding to COFOG 06.2.2
14.2.5,Outpatient dental services corresponding to COFOG 13.2.5
14.2.6,Outpatient paramedical services
14.2.6,Outpatient paramedical services as specified in COFOG 07.2.4
14.2.6,Services corresponding to COFOG 06.2.3
14.2.6,Services corresponding to COFOG 13.2.6
14.2.7,Hospital services
14.2.7,Hospital services as specified in COFOG 07.3.1
14.2.7,Hospital services as specified in COFOG 07.3.2
14.2.7,Hospital services as specified in COFOG 07.3.3
14.2.7,Hospital services as specified in COFOG 07.3.4
14.2.7,Hospital services corresponding to 06.3.0
14.2.7,Hospital services corresponding to 13.2.6
14.2.8,Public health services
14.2.8,Medical services provided by government agencies
14.2.8,Immunization programs
14.2.8,Disease control and prevention services
14.2.8,Health education and awareness campaigns
14.2.8,Government-funded health clinics and hospitals
14.3.1,Recreational and sporting services
14.3.1,Recreational services
14.3.1,Sporting services
14.3.1,Services related to recreational activities
14.3.1,Services related to sporting activities
14.3.2,Cultural services
14.3.2,Cultural services as specified in COFOG 08.2.0
14.3.2,Services corresponding to COFOG 09.4.2
14.3.2,Services corresponding to COFOG 13.3.2
14.4.1,Pre-primary and primary education
14.4.1,Pre-primary education as specified in COFOG 09.1.1
14.4.1,Primary education as specified in COFOG 09.1.2
14.4.1,Education corresponding to (10.1.0)
14.4.1,Education corresponding to (13.4.1)
14.4.2,Secondary education
14.4.2,Secondary education as specified in COFOG 09.2.1
14.4.2,Secondary education as specified in COFOG 09.2.2
14.4.2,Education corresponding to COFOG classification 10.2.0pe
14.4.2,Education corresponding to COFOG classification 13.4.2
14.4.3,Post-secondary non-tertiary education
14.4.3,Post-secondary non-tertiary education as specified in COFOG 09.3.0
14.4.3,Education corresponding to COFOG 10.3.0
14.4.3,Education corresponding to COFOG 13.4.3
14.4.4,Tertiary education
14.4.4,Education at universities and colleges as specified in COFOG 09.4.1
14.4.4,Post-secondary non-tertiary education as specified in COFOG 09.4.2
14.4.4,Tertiary education corresponding to COFOG classification 10.4.0
14.4.4,Tertiary education corresponding to COFOG classification 13.4.4
14.4.5,Education not definable by level
14.4.5,Education not definable by level as specified in COFOG 09.5.0
14.4.5,Education corresponding to COFOG 10.5.0
14.4.5,Education corresponding to COFOG 13.4.5
14.4.6,Subsidiary services to education
14.4.6,"Services of museums, libraries, and other cultural institutions that support education"
14.4.6,Student counselling and career guidance services
14.4.6,Educational research and development services
14.4.6,Services of institutions providing training for teachers and other educational staff
14.5.0,Social protection
14.5.0,Social protection as specified in COFOG 10.1.1
14.5.0,Social protection as specified in COFOG 10.1.2
14.5.0,Social protection as specified in COFOG 10.1.3
14.5.0,Social protection as specified in COFOG 10.1.4
14.5.0,Social protection as specified in COFOG 10.1.5
14.5.0,Social protection as specified in COFOG 10.1.6
14.5.0,Social protection as specified in COFOG 10.1.7
14.5.0,Social protection as specified in COFOG 10.1.8
14.5.0,Social protection as specified in COFOG 10.1.9
14.5.0,Social protection as specified in COFOG 10.2.0
14.5.0,Social protection as specified in COFOG 10.3.0
14.5.0,Social protection as specified in COFOG 10.4.0
14.5.0,Social protection as specified in COFOG 10.5.0
14.5.0,Social protection as specified in COFOG 10strcasecmp.7.0
14.5.0,Social protection as specified in COFOG corresponding to 12.4.0
14.5.0,Social protection as specified in COFOG corresponding to 13.5.0
01.1.1,Pain et céréales
01.1.1,Riz sous toutes ses formes
01.1.1,Maïs
01.1.1,Blé
01.1.1,Orge
01.1.1,Avoine
01.1.1,Seigle et autres céréales sous forme de grain ou de farine
01.1.1,Pain
01.1.1,Biscottes
01.1.1,Croissants et viennoiseries
01.1.1,Pâtisseries et tartes
01.1.1,Gâteaux secs
01.1.1,Gaufres et crêpes
01.1.1,Pain d'épices
01.1.1,Tourtes
01.1.1,Quiches et pizzas
01.1.1,Mélanges et pâtes pour la préparation de produits de boulangerie
01.1.1,Pâtes alimentaires sous toutes leurs formes
01.1.1,Couscous
01.1.1,"Préparations à base de céréales (flocons de maïs, flocons d'avoine, etc.)"
01.1.1,Malt
01.1.1,Farine de malt
01.1.1,Extrait de malt
01.1.1,Fécule de pomme de terre
01.1.1,Tapioca
01.1.1,Sagou et autres fécules et amidons
01.1.1,Produits à base de farine préparés avec de la viande
01.1.1,Produits à base de farine préparés avec du poisson
01.1.1,Produits à base de farine préparés avec des fruits de mer
01.1.1,Produits à base de farine préparés avec du fromage
01.1.1,Produits à base de farine préparés avec des légumes
01.1.1,Produits à base de farine préparés avec des fruits
01.1.2,Viande
01.1.2,Viande fraîche de boeuf
01.1.2,Viande réfrigérée de porc
01.1.2,Viande surgelée d'agneau
01.1.2,Cheval frais
01.1.2,Mulet réfrigéré
01.1.2,Âne surgelé
01.1.2,Chameau frais
01.1.2,Poulet frais
01.1.2,Canard réfrigéré
01.1.2,Oie surgelée
01.1.2,Dinde fraîche
01.1.2,Pintade réfrigérée
01.1.2,Lièvre frais
01.1.2,Lapin réfrigéré
01.1.2,Gibier surgelé
01.1.2,Antilope fraîche
01.1.2,Daim réfrigéré
01.1.2,Sanglier surgelé
01.1.2,Faisan frais
01.1.2,Grouse réfrigéré
01.1.2,Pigeon surgelé
01.1.2,Caille fraîche
01.1.2,Abats comestibles frais de boeuf
01.1.2,Abats comestibles réfrigérés de porc
01.1.2,Abats comestibles surgelés d'agneau
01.1.2,Chair à saucisse séchée
01.1.2,Saucisson salé
01.1.2,Lard fumé
01.1.2,Jambon séché
01.1.2,Pâté salé
01.1.2,Viande en boîte
01.1.2,Extrait de viande
01.1.2,Jus de viande
01.1.2,Viande en croûte
01.1.2,Viande de mammifères marins fraîche
01.1.2,Viande d'espèces exotiques réfrigérée
01.1.2,Viande d'animaux achetés vivants fraîche
01.1.3,Poisson et fruits de mer
01.1.3,Poisson frais
01.1.3,Poisson réfrigéré
01.1.3,Poisson surgelé
01.1.3,Crustacés réfrigérés
01.1.3,Crustacés surgelés
01.1.3,Crabes terrestres réfrigérés
01.1.3,Crabes terrestres surgelés
01.1.3,Mollusques réfrigérés
01.1.3,Mollusques surgelés
01.1.3,Escargots réfrigérés
01.1.3,Escargots surgelés
01.1.3,Coquillages réfrigérés
01.1.3,Coquillages surgelés
01.1.3,Cuisses de grenouilles réfrigérées
01.1.3,Cuisses de grenouilles surgelées
01.1.3,Poisson séché
01.1.3,Poisson fumé
01.1.3,Poisson salé
01.1.3,Crustacés séchés
01.1.3,Crustacés fumés
01.1.3,Crustacés salés
01.1.3,Mollusques séchés
01.1.3,Mollusques fumés
01.1.3,Mollusques salés
01.1.3,Poisson en boîte
01.1.3,Crustacés en boîte
01.1.3,Mollusques en boîte
01.1.3,Caviar
01.1.3,Oeufs de poisson
01.1.3,Poisson en croûte
01.1.4,"Lait, fromage et oeufs"
01.1.4,Lait cru
01.1.4,Lait pasteurisé
01.1.4,Lait stérilisé
01.1.4,Lait condensé
01.1.4,Lait concentré
01.1.4,Lait en poudre
01.1.4,Yaourt
01.1.4,Crème de lait
01.1.4,Desserts lactés
01.1.4,Boissons lactées
01.1.4,Produits analogues à base de lait
01.1.4,Fromage divers
01.1.4,Caillebotte
01.1.4,Oeufs
01.1.4,Préparations exclusivement à base d'oeuf
01.1.4,Lait additionné de sucre
01.1.4,Lait additionné de cacao
01.1.4,Lait additionné de fruits
01.1.4,Lait additionné d'aromatisants
01.1.4,Yaourt additionné de sucre
01.1.4,Yaourt additionné de cacao
01.1.4,Yaourt additionné de fruits
01.1.4,Yaourt additionné d'aromatisants
01.1.4,Crème de lait additionnée de sucre
01.1.4,Crème de lait additionnée de cacao
01.1.4,Crème de lait additionnée de fruits
01.1.4,Crème de lait additionnée d'aromatisants
01.1.4,Succédanés du lait
01.1.4,Lait de soja
01.1.5,Huiles et graisses
01.1.5,Beurre
01.1.5,Huile de beurre
01.1.5,Beurre fondu
01.1.5,Margarine
01.1.5,Margarine allégée
01.1.5,Beurre d'arachide
01.1.5,Huile d'olive
01.1.5,Huile de soja
01.1.5,Huile de maïs
01.1.5,Huile de tournesol
01.1.5,Huile de coton
01.1.5,Huile d'arachide
01.1.5,Huile de noix
01.1.5,Saindoux
01.1.6,Fruits
01.1.6,Fruits frais
01.1.6,Fruits réfrigérés
01.1.6,Fruits surgelés
01.1.6,Fruits séchés
01.1.6,Écorces de fruit
01.1.6,Noyaux et amandes
01.1.6,Fruits à coque
01.1.6,Graines comestibles
01.1.6,Fruits en conserves
01.1.6,Produits à base de fruits
01.1.6,Melons
01.1.6,Pastèques
01.1.7,Légumes
01.1.7,"Légumes frais, réfrigérés, surgelés ou séchés, cultivés pour leurs feuilles"
01.1.7,"Légumes frais, réfrigérés, surgelés ou séchés, cultivés pour leur tige"
01.1.7,"Légumes frais, réfrigérés, surgelés ou séchés, cultivés pour leur fruit"
01.1.7,"Légumes frais, réfrigérés, surgelés ou séchés, cultivés pour leur racine"
01.1.7,Pommes de terre et autres tubercules frais ou réfrigérés
01.1.7,Légumes en conserves et produits à base de légumes
01.1.7,Produits issus de tubercule
01.1.7,Olives
01.1.7,Ail
01.1.7,Légumineuses
01.1.7,Maïs doux
01.1.7,Fenouil marin et autres algues comestibles
01.1.7,Champignons comestibles
01.1.8,"Sucre, confiture, miel, chocolat et confiserie"
01.1.8,Sucre de canne
01.1.8,Sucre de betterave
01.1.8,Sucre brut
01.1.8,Sucre raffiné
01.1.8,Sucre en poudre
01.1.8,Sucre cristallisé
01.1.8,Sucre en morceaux
01.1.8,Confitures
01.1.8,Compotes
01.1.8,Pâtes de fruit
01.1.8,Miel naturel
01.1.8,Miel artificiel
01.1.8,Sirop d'érable
01.1.8,Mélasse
01.1.8,Fruits confits
01.1.8,Chocolat en tablette
01.1.8,Chocolat en plaque
01.1.8,Gomme à mâcher
01.1.8,Bonbons
01.1.8,Pastilles
01.1.8,Confiseries
01.1.8,Produits à base de cacao
01.1.8,Préparations pour dessert à base de cacao
01.1.8,Glace
01.1.8,Crème glacée
01.1.8,Sorbet
01.1.8,Succédanés de sucre (sucrettes)
01.1.9,Produits alimentaires n.c.a.
01.1.9,Sel
01.1.9,"Épices (poivre, piment, gingembre, etc.)"
01.1.9,"Plantes aromatiques (persil, romarin, thym, etc.)"
01.1.9,Sauces
01.1.9,Condiments
01.1.9,"Assaisonnements (moutarde, mayonnaise, ketchup, sauce de soja, etc.)"
01.1.9,Vinaigre
01.1.9,Poudres à lever préparées
01.1.9,Levure de boulanger
01.1.9,Préparations pour dessert
01.1.9,Soupes
01.1.9,Potages
01.1.9,Bouillons
01.1.9,Ingrédients divers pour la cuisine
01.1.9,Aliments homogénéisés pour nourrisson
01.1.9,Préparations diététiques
01.2.1,"Café, thé et cacao"
01.2.1,Café torréfié
01.2.1,Café non torréfié
01.2.1,Café décaféiné
01.2.1,Café non décaféiné
01.2.1,Café moulu
01.2.1,Café non moulu
01.2.1,Café instantané
01.2.1,Thé
01.2.1,Maté
01.2.1,Produits à infuser
01.2.1,Plantes à infuser
01.2.1,Cacao sucré
01.2.1,Cacao non sucré
01.2.1,Poudre à base de chocolat
01.2.1,Préparations pour boissons à base de cacao
01.2.1,Succédanés de café
01.2.1,Succédanés de thé
01.2.1,Extraits de café
01.2.1,Extraits de thé
01.2.1,Essences de café
01.2.1,Essences de thé
01.2.2,"Eaux minérales, boissons rafraîchissantes, jus de fruits et de légumes"
01.2.2,Eau minérale
01.2.2,Eau de source
01.2.2,Eau potable conditionnée
01.2.2,Sodas
01.2.2,Colas
01.2.2,Limonades
01.2.2,Jus de fruits
01.2.2,Jus de légumes
01.2.2,Sirops pour boissons
01.2.2,Concentrés pour boissons
02.1.1,Alcools de bouche
02.1.1,Eaux-de-vie
02.1.1,Liqueurs
02.1.1,Spiritueux
02.1.1,Hydromel
02.1.1,Apéritifs autres que les apéritifs à base de vin
02.1.2,Vin et boissons fermentées
02.1.2,Vin
02.1.2,Boissons fermentées
02.1.2,Cidre
02.1.2,Poiré
02.1.2,Saké
02.1.2,Apéritifs à base de vin
02.1.2,Vins enrichis en alcool
02.1.2,Champagne
02.1.2,Vins mousseux
02.1.3,Bière
02.1.3,Bière blonde
02.1.3,Bière brune
02.1.3,Bière à faible teneur en alcool
02.1.3,Bière sans alcool
02.1.3,Panaché
02.2.0,Tabac
02.2.0,Cigarettes
02.2.0,tabac
02.2.0,papier à cigarette
02.2.0,Cigares
02.2.0,tabac pour pipe
02.2.0,tabac à mâcher
02.2.0,tabac à priser
02.3.0,Stupéfiants
02.3.0,Cannabis
02.3.0,opium
02.3.0,cocaïne et leurs dérivés
02.3.0,noix de cola
02.3.0,feuilles de bétel
02.3.0,noix d'arec
02.3.0,Autres stupéfiants et drogues chimiques
02.3.0,drogues synthétiques
03.1.1,Tissus pour habillement1
03.1.1,Tissus en fibres naturelles pour habillement
03.1.1,Tissus en fibres synthétiques pour habillement
03.1.1,Tissus en fibres mélangées pour habillement
03.1.1,Étoffes en fibres naturelles pour habillement
03.1.1,Étoffes en fibres synthétiques pour habillement
03.1.1,Étoffes en fibres mélangées pour habillement
03.1.2,Vêtements
03.1.2,Vêtements pour hommes
03.1.2,Vêtements pour femmes
03.1.2,Vêtements pour enfants de 3 à 13 ans
03.1.2,Vêtements pour nourrissons de 0 à 2 ans
03.1.2,Vêtements de confection
03.1.2,Vêtements sur mesure
03.1.2,Vêtements en cuir
03.1.2,Vêtements en fourrure
03.1.2,Vêtements en plastique
03.1.2,Vêtements en caoutchouc
03.1.2,Vêtements pour tous les jours
03.1.2,Vêtements pour le sport
03.1.2,Vêtements pour le travail
03.1.2,Capes
03.1.2,Manteaux
03.1.2,Impérables
03.1.2,Anoraks
03.1.2,Parkas
03.1.2,Blousons
03.1.2,Vestes
03.1.2,Pantalons
03.1.2,Gilets
03.1.2,Complets
03.1.2,Tailleurs
03.1.2,Robes
03.1.2,Jupes
03.1.2,Chemises
03.1.2,Corsages
03.1.2,Pull-overs
03.1.2,Chandails
03.1.2,Shorts
03.1.2,Maillots de bain
03.1.2,Survêtements
03.1.2,Sweat-shirts
03.1.2,Tee-shirts
03.1.2,Justaucorps
03.1.2,Tricots de corps
03.1.2,Slips
03.1.2,Chaussettes
03.1.2,Bas
03.1.2,Collants
03.1.2,Jupons
03.1.2,Soutien-gorges
03.1.2,Culottes
03.1.2,Combinaisons
03.1.2,Gaines
03.1.2,Corsets
03.1.2,Bodys
03.1.2,Pyjamas
03.1.2,Chemises de nuit
03.1.2,Robes d'intérieur
03.1.2,Robes de chambre
03.1.2,Peignoirs
03.1.2,Vêtements de bébé en textiles
03.1.2,Chaussons de bébé en textiles
03.1.3,Autres articles et accessoires d'habillement
03.1.3,Cravates
03.1.3,Mouchoirs
03.1.3,Écharpes
03.1.3,Foulards
03.1.3,Gants
03.1.3,Moufles
03.1.3,Manchons
03.1.3,Ceintures
03.1.3,Bretelles
03.1.3,Tabliers
03.1.3,Blouses
03.1.3,Bavoirs
03.1.3,Protège-manches
03.1.3,Chapeaux
03.1.3,Casquettes
03.1.3,Bérets
03.1.3,Bonnets
03.1.3,Fils à coudre
03.1.3,Fils à tricoter
03.1.3,Boucles
03.1.3,Boutons-pressions
03.1.3,Fermetures éclair
03.1.3,Rubans
03.1.3,Dentelles
03.1.3,Passementerie
03.1.4,"Nettoyage, réparation et location d'articles d'habillement1"
03.1.4,Nettoyage à sec de vêtements
03.1.4,Blanchissage de vêtements
03.1.4,Teinture de vêtements
03.1.4,Reprisage de vêtements
03.1.4,Raccommodage de vêtements
03.1.4,Retouche de vêtements
03.1.4,Location de vêtements
03.1.4,Réparation de vêtements avec coût de la main-d'oeuvre et des fournitures
03.2.1,Chaussures diverses
03.2.1,Chaussures pour hommes
03.2.1,Chaussures pour femmes
03.2.1,Chaussures pour enfants de 3 à 13 ans
03.2.1,Chaussures pour nourrissons de 0 à 2 ans
03.2.1,Chaussures de sport pour le jogging
03.2.1,Chaussures de sport pour le cross
03.2.1,Chaussures de sport pour le tennis
03.2.1,Chaussures de sport pour le basket-ball
03.2.1,Chaussures de sport pour la navigation de plaisance
03.2.1,Guêtres
03.2.1,Jambières
03.2.1,Lacets
03.2.1,Fournitures pour chaussures telles que talons et semelles pour réparation
03.2.2,Cordonnerie et location de chaussures1
03.2.2,Réparation de chaussures comprenant le coût de la main-d'oeuvre et des fournitures
03.2.2,Nettoyage de chaussures
03.2.2,Cirage de chaussures
03.2.2,Location de chaussures
04.1.1,Loyers effectivement payés par les locataires
04.1.1,Loyers effectivement payés par les locataires ou sous-locataires occupant un local non meublé en tant que résidence principale
04.1.1,Loyers effectivement payés par les locataires ou sous-locataires occupant un local meublé en tant que résidence principale
04.1.1,Paiements effectués par des ménages occupant une chambre dans un hôtel en tant que résidence principale
04.1.1,Paiements effectués par des ménages occupant une chambre dans une pension en tant que résidence principale
04.1.2,Autres loyers effectifs
04.1.2,Loyers effectifs des résidences secondaires
04.2.1,Loyers fictifs des propriétaires-occupants
04.2.1,Loyers fictifs des propriétaires-occupants
04.2.1,Loyers fictifs des propriétaires occupant leur résidence principale
04.2.2,Autres loyers fictifs
04.2.2,Loyers fictifs des résidences secondaires
04.2.2,Loyers fictifs des ménages qui paient un loyer réduit
04.2.2,Loyers fictifs des ménages qui sont logés gratuitement
04.3.1,Fournitures pour travaux d'entretien et de réparation des logements
04.3.1,Peintures pour les murs
04.3.1,Vernis pour les meubles
04.3.1,Enduits pour les plafonds
04.3.1,Papiers peints pour les murs
04.3.1,Tentures murales pour la décoration
04.3.1,Vitres pour les fenêtres
04.3.1,Plâtre pour les réparations
04.3.1,Ciment pour les constructions
04.3.1,Mastic pour les joints
04.3.1,Colle à papier peint pour les papiers peints
04.3.1,Tuyaux pour la plomberie
04.3.1,Robinet pour les éviers
04.3.1,Joints pour les tuyaux
04.3.1,Lattes de plancher pour les sols
04.3.1,Carreaux de céramique pour les sols
04.3.1,Pinceaux pour la peinture
04.3.1,Brosses pour la peinture
04.3.1,Grattoirs pour la peinture et le vernis
04.3.2,Services concernant l'entretien et les réparations du logement
04.3.2,Services d'entretien et de réparation du logement par des plombiers
04.3.2,Services d'entretien et de réparation du logement par des électriciens
04.3.2,Services d'entretien et de réparation du logement par des menuisiers
04.3.2,Services d'entretien et de réparation du logement par des vitriers
04.3.2,Services d'entretien et de réparation du logement par des peintres
04.3.2,Services d'entretien et de réparation du logement par des décorateurs
04.3.2,Services d'entretien et de réparation du logement par des cireurs de parquet
04.3.2,Coût de la main-d'oeuvre pour les services d'entretien et de réparation du logement
04.3.2,Coût des fournitures pour les services d'entretien et de réparation du logement
04.4.1,Alimentation en eau
04.4.1,Alimentation en eau
04.4.1,Dépenses connexes pour l'alimentation en eau
04.4.1,Location de compteur d'eau
04.4.1,Relevé de compteur d'eau
04.4.1,Redevances fixes pour l'alimentation en eau
04.4.2,Collecte des ordures ménagères
04.4.2,Collecte des ordures ménagères
04.4.2,Enlèvement des ordures ménagères
04.4.2,Traitement des ordures ménagères
04.4.3,Reprise des eaux usées
04.4.3,Reprise des eaux usées
04.4.3,Reprise et traitement des eaux usées
08.2.0,Matériel de téléphonie et de télécopie
08.2.0,Achat de postes téléphoniques
08.2.0,Achat de radiotéléphones
08.2.0,Achat de télécopieurs
08.2.0,Achat de répondeurs
08.2.0,Achat de hauts-parleurs téléphoniques
08.2.0,Frais de réparation de postes téléphoniques
08.2.0,Frais de réparation de radiotéléphones
08.2.0,Frais de réparation de télécopieurs
08.2.0,Frais de réparation de répondeurs
08.2.0,Frais de réparation de hauts-parleurs téléphoniques
08.3.0,Services de téléphonie et de télécopie
08.3.0,Services de téléphonie et de télécopie
08.3.0,Frais d'installation et d'abonnement relatifs au matériel téléphonique personnel
08.3.0,Communications téléphoniques à partir d'un poste privé ou public
08.3.0,"Communications téléphoniques à partir d'hôtels, de cafés, de restaurants"
08.3.0,"Services de télégraphie, télex et télécopie"
08.3.0,Services de renseignement par téléphone ou minitel
08.3.0,Connexions à Internet
08.3.0,"Location de postes téléphoniques, télécopieurs, répondeurs et hauts-parleurs téléphoniques"
08.3.0,Services de radiotéléphonie et de radiotélégraphie
08.3.0,Services radiotélex
09.1.1,"Matériel de réception, d'enregistrement et de reproduction du son et de l'image"
09.1.1,Postes de télévision
09.1.1,Magnétoscopes
09.1.1,Antennes de télévision de tous types
09.1.1,Postes de radio
09.1.1,Autoradios
09.1.1,Radios-réveils
09.1.1,Émetteurs-récepteurs radiophoniques
09.1.1,Émetteurs-récepteurs pour radioamateurs
09.1.1,Électrophones
09.1.1,Lecteurs de bandes et de cassettes
09.1.1,Magnétophones à bandes et à cassettes
09.1.1,Lecteurs de disques compacts
09.1.1,Baladeurs
09.1.1,Chaînes stéréo
09.1.1,Platines de tourne-disques
09.1.1,Syntoniseurs
09.1.1,Amplificateurs
09.1.1,Hauts-parleurs
09.1.1,Microphones
09.1.1,Écouteurs
09.1.2,Matériel photographique et cinématographique et appareils optiques
09.1.2,Appareils photographiques
09.1.2,caméras cinématographiques
09.1.2,caméras à prise de son intégrée
09.1.2,caméras vidéo
09.1.2,caméscopes
09.1.2,projecteurs de films
09.1.2,projecteurs de diapositives
09.1.2,agrandisseurs
09.1.2,matériel de développement
09.1.2,écrans
09.1.2,visionneuses
09.1.2,lentilles
09.1.2,flashes
09.1.2,filtres
09.1.2,posemètres
09.1.2,jumelles
09.1.2,microscopes
09.1.2,télescopes
09.1.2,boussoles
09.1.3,Matériel de traitement de l'information
09.1.3,Ordinateurs individuels
09.1.3,Écrans de visualisation
09.1.3,Imprimantes
09.1.3,Accessoires connexes divers
09.1.3,Logiciels
09.1.3,Progiciels
09.1.3,Systèmes d'exploitation
09.1.3,Applications
09.1.3,Langages
09.1.3,Calculatrices
09.1.3,Calculettes
09.1.3,Machines à écrire
09.1.3,Machines de traitement de texte
09.1.3,Systèmes de télécopie
09.1.3,Systèmes de messagerie vocale installés sur ordinateur individuel
09.1.4,Supports d'enregistrement
09.1.4,Disques et disques compacts
09.1.4,Bande et cassettes audio préenregistrées
09.1.4,Cassettes vidéo préenregistrées
09.1.4,Disquettes préenregistrées pour ordinateurs individuels
09.1.4,CD-ROM préenregistrés pour magnétoscopes et ordinateurs individuels
09.1.4,Bande et cassettes audio vierges
09.1.4,Cassettes vidéo vierges
09.1.4,Disquettes vierges pour ordinateurs individuels
09.1.4,CD-ROM vierges pour ordinateurs individuels
09.1.4,Pellicules photographiques et cinématographiques vierges
09.1.4,Chargeurs et disques photographiques et cinématographiques vierges
09.1.4,"Bande et CD-ROM préenregistrés contenant des romans, des pièces de théâtre, de la poésie"
09.1.4,Disquettes et CD-rom préenregistrés servant de support à des livres et des encyclopédies numérisés
09.1.4,Méthodes d'apprentissage des langues sur disquettes et CD-rom préenregistrés
09.1.4,Présentations multimédias sur disquettes et CD-rom préenregistrés
09.1.4,Papier photographique
09.1.4,Lampes flashes
09.1.4,Pellicules vierges avec frais de développement inclus
09.1.5,"Réparation de matériel audiovisuel, photographique et de traitement de l'information"
09.1.5,Réparation de matériel audiovisuel
09.1.5,Réparation de matériel photographique
09.1.5,Réparation de matériel de traitement de l'information
09.1.5,Coût de la main-d'oeuvre pour la réparation
09.1.5,Coût des pièces pour la réparation
09.2.1,Biens durables pour loisirs de plein air
09.2.1,Autocaravanes
09.2.1,Caravanes
09.2.1,Remorques
09.2.1,Avions
09.2.1,U.L.M.
09.2.1,Planeurs
09.2.1,Deltaplanes
09.2.1,Montgolfières
09.2.1,Bateaux
09.2.1,Moteurs hors-bord
09.2.1,Voiles
09.2.1,Gréement
09.2.1,Superstructures
09.2.1,Chevaux
09.2.1,Poneys
09.2.1,Véhicules hippomobiles
09.2.1,Harnais
09.2.1,Brides
09.2.1,Rênes
09.2.1,Selles
09.2.1,Canoës
09.2.1,Kayaks
09.2.1,Planches à voile
09.2.1,Matériel de plongée
09.2.1,Voiturettes de golf
09.2.1,Accastillage des bateaux
09.2.1,Équipement des autocaravanes
09.2.2,Instruments de musique et biens durables destinés aux loisirs d'intérieur
09.2.2,Instruments de musique de toutes tailles
09.2.2,Instruments de musique électriques
09.2.2,Pianos
09.2.2,Orgues
09.2.2,Violons
09.2.2,Guitares
09.2.2,Batteries
09.2.2,Trompettes
09.2.2,Clarinette
09.2.2,Flûtes
09.2.2,Flûtes à bec
09.2.2,Harmonicas
09.2.2,Tables de billard
09.2.2,Tables de ping-pong
09.2.2,Billards électriques
09.2.2,Machines à jeux
09.2.3,Entretien et réparation des autres biens durables à fonction récréative et culturelle
09.2.3,Entretien et réparation de bateaux
09.2.3,Entretien et réparation d'autocaravanes
09.2.3,Entretien et réparation de caravanes
09.2.3,Remisage de bateaux en hiver
09.2.3,Services de hangar pour les avions privés
09.2.3,Stationnement de bateaux en port de plaisance
09.2.3,Services vétérinaires pour chevaux et poneys achetés pour l'équitation
09.2.3,Services de pension pour chevaux et poneys achetés pour l'équitation
09.2.3,Services de maréchal-ferrant pour chevaux et poneys achetés pour l'équitation
09.3.1,"Jeux, jouets et passe-temps"
09.3.1,Jeux de cartes
09.3.1,Jeux de société
09.3.1,Jeux d'échecs
09.3.1,Poupées
09.3.1,Jouets en matière souple
09.3.1,Voitures jouets
09.3.1,Trains jouets
09.3.1,Cycles jouets
09.3.1,Jeux de construction
09.3.1,Puzzles
09.3.1,Pâte à modeler
