name,category,code,prediction,correct_option,correct_n,match
torres sangre de toro red 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,11,True
"zuegg skipper zero arancia,limone e carota 330 ml","acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.6.0,True,6,False
absolut watermelon 1ltr,drinks | spirits & liqueurs | vodka,02.1.1.0,02.1.1.0,True,2,True
basso basso vermentino doc riviera ponente 375 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,7,True
borgofulvia pinot grigio 750ml,wine,02.1.2.1,02.1.2.1,True,8,True
nescafe black gold 200g jar,beverages | coffee & tea,01.2.2.0,01.2.2.0,True,6,True
"nescafe cortado caffe espresso macchiato 302,4 gr","zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,12,True
poco loco jalapenos slices  220g,tins cans & packets,01.1.9.9,01.1.2.5,False,0,False
glen scotia single malt 15 years whisky,alcohol,02.1.1.0,07.2.2.3,True,3,False
panna accadi' senza lattosio,"latticini | latte, uova e burro",01.1.4.3,01.1.4.7,True,1,False
acqua panna still water 1.5ltr,bottled water,01.2.5.0,01.2.5.0,True,4,True
tavernello vino bianco 1 lt,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,6,True
knorr country vegetable soup 72g,groceries | soups,01.1.9.1,01.1.7.9,True,2,False
ahmad ceylon tea 20 pcs.,tea,01.2.3.0,05.3.2.2,True,9,False
simpl capsule espresso 10pcs.,coffee,01.2.2.0,01.2.2.0,True,10,True
nestle milo aero hot chocolate drink,hot drinks,01.2.4.0,05.3.2.2,True,5,False
tea green limone,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.3.0,True,8,True
desira skyr 500g,milchprodukte,01.1.4.6,01.1.4.3,False,0,False
villa jolanda prosecco extra dry,wine,02.1.2.1,02.1.2.1,True,8,True
the berry company blueberry juice 330 ml,juices & smoothies,01.2.1.0,01.2.1.0,True,5,True
la canva barbera del monferrato doc 750 ml,"acqua, bevande, alcolici | vini",01.2.9.0,11.1.2.9,True,1,False
laurent perrier cuvee rose brut,wine,02.1.2.1,02.1.2.1,True,9,True
coolee orange 1lt,drinks | squashes | fruit & milk squashes,01.2.6.0,01.2.1.0,False,0,False
bonduelle sweetcorn 2 + 1 free 300 grms,tins cans & packets,01.1.7.9,01.1.1.3,True,1,False
san miguel birra chiara,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
destinations instant choco,organic products,01.1.8.5,01.1.9.9,True,6,False
hapenny dublin dry gin,alcohol,02.1.1.0,07.2.2.3,True,3,False
the highl.p. blended scotch whisky,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.1.0,True,4,True
farsons double red strong ale,beer,02.1.3.0,02.1.3.0,True,3,True
plymouth gin 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,07.2.2.3,True,3,False
primia acqua naturale,"acqua, bevande, alcolici | acqua",01.2.5.0,01.2.5.0,True,6,True
3 leaves green sliced olives in brine 345g,tins cans & packets,01.1.7.9,01.1.7.4,True,2,False
corvo red wine 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,11,True
chef leggera panna da cucina 375 ml,"latte, yogurt, burro, uova | latticini e burro",01.1.4.3,01.1.4.6,True,2,False
skipper mirtillo mix 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,02.1.9.0,True,2,False
le grand duc napoleon french brandy,alcohol,02.1.1.0,02.1.1.0,True,3,True
villa al cortile brunello di montalcino,wine,02.1.2.1,02.1.2.1,True,10,True
grappa 43deg,"vini, birra e liquori | liquori",02.1.1.0,02.1.2.1,True,2,False
le coq sex on the beach,"acqua, bevande, alcolici | liquori",02.1.9.0,02.1.2.1,True,4,False
natrue oat & almond 1ltr,"chilled and dairy | milk, butter & eggs",01.1.4.4,01.1.4.4,True,2,True
bolero almond,beverages | juices & ice-teas,01.2.9.0,01.2.4.0,True,1,False
biona organic sunflower seed butter,organic products,01.1.5.2,01.1.5.1,False,0,False
zeppi's rummiena liqueur 500 ml,spirits,02.1.1.0,02.1.1.0,True,4,True
ocean spray sparkling pink cranberry 330ml,juices & smoothies,01.2.6.0,01.2.6.0,True,3,True
tisana regolarita con finocchio e prugna 18 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,4,False
raysun koka kafe 200g,beverages | coffee & tea,01.2.2.0,01.2.2.0,True,8,True
the lattina 33cl pesca estathe,thè,01.2.3.0,01.1.4.7,False,0,False
malibu rum,alcohol,02.1.1.0,02.1.1.0,True,3,True
twinings te pure green 50 filtri,infusi,01.2.3.0,05.6.1.9,False,0,False
faustino rivero ulecia cabernet sauvignon 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,9,True
barone di bernaj nero d avola syrah  750ml,wine,02.1.2.1,02.1.2.1,True,10,True
coca cola bottle 6x,soft drinks,01.2.6.0,04.5.4.9,True,3,False
hardys vr chardonnay  75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,11,True
succo pera senza residui di pesticidi,"acqua, bibite e succhi | succhi",01.2.1.0,01.2.6.0,True,7,False
passito liquoroso pantelleria doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
lavazza rossa tins 250gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,05.4.0.3,True,4,False
voss sparkling water,water,01.2.5.0,01.2.5.0,True,5,True
mateus rose wine 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
ramazzotti sambuca 700 ml,spirits,02.1.1.0,02.1.2.1,True,1,False
bio today veggie crackers with spinach,organic products,01.1.7.9,01.1.7.1,True,5,False
primia succo pompelmo 100%,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,5,True
tenimenti civa pinot grigio doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,7,True
knorr soup minestra pollo 61 grms,tins cans & packets,01.1.9.1,01.1.9.9,True,1,False
birra moretti bottiglia 33cl x3,beverages | beer & cider,02.1.3.0,02.1.3.0,True,3,True
damarino sicilia doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,10,True
skipper mirtillo mix,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,02.1.9.0,True,3,False
carlsberg beer cans 500ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
primia nettare di albicocca 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,5,True
milsani ayran 250ml,milchprodukte,01.1.4.6,01.1.4.3,True,4,False
nescafe dolce gusto cappucino magnum pack 30cap 349.5g,beverages | coffee & tea,01.2.2.0,01.2.2.0,True,6,True
innocent innocent fp tropical juice 900ml,chilled fruit juice & smoothie,01.2.1.0,01.2.1.0,True,6,True
torre scalza chianti docg  x,wine,02.1.2.1,02.1.2.1,True,8,True
fattoria scaldasole bio lactose free lampone e gelsomino,organic products,01.1.4.6,01.1.8.2,True,1,False
coldpress super juice rise & shine,juices,01.2.1.0,01.2.1.0,True,4,True
remia sunflower margarine light,spreads,01.1.5.3,01.1.5.3,True,3,True
pascual bifrutas original,juices,01.2.1.0,01.2.1.0,True,5,True
qualita rossa maxi formato,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,10,True
succo essential multivitaminico,"acqua, bibite e succhi | succhi",01.2.1.0,01.2.1.0,True,7,True
ananas senza zuccheri aggiunti,"acqua, bibite e succhi | succhi",01.2.1.0,01.2.1.0,True,6,True
just blackcurrant 1ltr,drinks | squashes | fruit & milk squashes,01.2.1.0,01.2.1.0,True,3,True
lavazza crema e gusto classico caffe capsule 171 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,11,True
grandulivo olio extra vergine di oliva,"conserve | olio, aceto e sale",01.1.5.1,01.1.5.1,True,6,True
vitago orange drink,juices,01.2.1.0,05.3.2.2,True,5,False
farsons double red strong ale 440ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
via verde bio primia olio di semi di girasole 750 ml,olio e conserve | olio,01.1.5.1,01.1.5.1,True,8,True
dilmah english breakfast te  25pcs.,tea,01.2.3.0,05.3.2.2,True,6,False
lachryma vitis red wine carton 750ml,wine,02.1.2.1,02.1.2.1,True,8,True
martini rossini strawberry,wine,02.1.2.1,02.1.2.1,True,9,True
pera con varieta' williams,"acqua, bibite e succhi | succhi",01.2.1.0,01.2.6.0,True,6,False
dolce gusto caramel macchiato 16 cap 168.8gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,2,False
calasetta vermentino di sardegna doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,1,True
moo choccy rocks raisins,organic products,01.1.8.5,01.1.6.7,True,1,False
conquesta cabernet sauvignon 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,11,True
elite low fat tuna in brine @ 50c off 80g,tins cans & packets,01.1.9.1,01.1.3.2,False,0,False
wkd raspberry rhubarb & vodka flavour,alcohol,02.1.9.0,01.1.6.4,True,2,False
nescafe gold salted caramel mocha x7 133gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,5,False
3 leaves green pitted olives in brine 440g,tins cans & packets,01.1.7.9,01.1.7.4,True,3,False
castelli cielo chardonnay veneto,wine,02.1.2.1,02.1.2.1,True,10,True
clipper detox x20,beverages | coffee & tea,01.2.3.0,01.2.2.0,True,4,False
latte di mandorla light,"acqua, bibite e succhi | bevande vegetali",01.1.4.4,01.2.6.0,False,0,False
valfrutta vapore piselli 150 grms,tins cans & packets,01.1.7.9,01.1.9.4,True,1,False
magic rock brewing dark arts surreal stout,beer,02.1.3.0,02.1.1.0,True,4,False
lakeland yellow salted butter 250gr,"fresh | dairy, eggs & cheese | butter, margarine & spreads",01.1.5.2,01.1.5.2,True,2,True
olitalia olio di semi di girasole 1 lt,olio e conserve | olio,01.1.5.1,01.1.5.1,True,9,True
spar peanut oil 1lt,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1,01.1.8.4,True,1,False
john west tuna chunks in sunflower oil 145g,tins cans & packets,01.1.9.1,01.1.3.3,False,0,False
percorsi di gusto primia burro da latte fresco salato 200 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.5.2,01.1.4.1,False,0,False
acquesi asti spumante  x,wine,02.1.2.1,02.1.2.1,True,10,True
budweiser budweiser bottle 330ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
bolero instant drink s'berry,drinks | squashes | fruit & milk squashes,01.2.9.0,01.2.1.0,False,0,False
food for all artigiano del bio grano saraceno decorticato,organic products,01.1.1.2,01.1.7.9,False,0,False
blizzard mango cocktail 275 ml,spirits,02.1.9.0,01.1.6.1,False,0,False
hopla' panna vegetale 500 ml,"latte, yogurt, burro, uova | latticini e burro",01.1.4.3,01.1.4.3,True,3,True
louis eschenauer medoc,wine,02.1.2.1,02.1.2.1,True,9,True
belte lemon 50cl,drinks | ice tea | ice tea,01.2.3.0,01.2.3.0,True,2,True
starbucks signature chocolate toffee nut 10x20g,hot chocolate & malted drinks,01.2.4.0,01.2.4.0,True,3,True
notte rossa notte rossa primitivo mandur selezione dop 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,4,True
stemmari 2019 passiata,wine,02.1.2.1,02.1.2.1,True,9,True
reythor the original cream,alcohol,02.1.1.0,01.1.4.9,True,2,False
botter chianti 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,8,True
rauch yippy cherry juice,juices,01.2.1.0,01.2.1.0,True,5,True
carrefour tomato juice for pizza topping 400 grms,tins cans & packets,01.1.9.3,01.1.2.5,False,0,False
san benedetto aquavitamin beautyou gusto frutti rossi,"acqua, bevande, alcolici | acqua",01.2.9.0,02.1.9.0,True,2,False
beluga noble highball vodka + glass,drinks | spirits & liqueurs | vodka,02.1.1.0,02.1.1.0,True,4,True
instant galaxy hot choc pods 8x17gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.4.0,05.4.0.3,False,0,False
te verde zenzero curcuma & moringa 40 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,4,False
caffe decaffeinato in grani,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,12,True
san valentino rose 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
teekanne spanish orange flav. tea x20,"food cupboard groceries | tea | fruit, herbal, oganic tea & camomile",01.2.3.0,01.2.3.0,True,8,True
extra blond birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
pfanner green apple juice 2l,beverages | juices & ice-teas,01.2.1.0,02.1.2.2,True,5,False
zymil latte microfiltrato scremato,"latticini | latte, uova e burro",01.1.4.2,01.1.4.3,False,0,False
berlucchi spumante 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.9.0,True,3,False
gordons sicilian lemon,alcohol,02.1.1.0,01.2.6.0,True,2,False
pietre antiche colli albani bianco doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,5,True
somersby apple cider 33cl  x6,beverages | beer & cider,02.1.2.2,02.1.3.0,True,1,False
"rio d'oro fruchtsaft 2 l, orange",saft & nektar,01.2.1.0,01.1.6.2,True,6,False
lavazza a modo mio delizioso caffe espresso 270 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,12,True
dalla torre la montanara burro di centrifuga,"latte, yogurt, burro, uova | latticini e burro",01.1.5.2,01.1.4.7,False,0,False
punta del lago olio extra vergine di oliva 750 ml,olio e conserve | olio,01.1.5.1,01.1.5.1,True,5,True
foster clark's lemon drink 30gr,drinks | squashes | fruit & milk squashes,01.2.1.0,01.1.6.2,True,4,False
tisana calma colon superfun 18ff 36g l'angelica,infusi,01.2.3.0,01.1.1.4,False,0,False
biona organic tempeth,organic products,01.1.7.9,06.1.1.2,True,1,False
carrefour pineapple juice without sugar 1 ltr,juices & smoothies,01.2.1.0,01.1.6.1,True,5,False
red zinfandel,wine,02.1.2.1,02.1.2.1,True,10,True
rioja carlos serres crianza rioja 750 ml,wine,02.1.2.1,02.1.2.1,True,7,True
johnnie walker red pocket 20cl,drinks | spirits & liqueurs | whisky,02.1.1.0,02.1.1.0,True,4,True
whole earth organic sparkling ginger spicy,organic drinks,01.2.6.0,01.1.9.4,False,0,False
canel spumante gran cuvee extra dry 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,2,True
grace coconut water smooth,water,01.2.9.0,01.1.4.4,True,1,False
g.h.mumm champagne brut cordon rouge,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,8,True
the berry juice  blueberry with baobab & grape,juices,01.2.1.0,01.2.3.0,True,5,False
8.6 red can beer,beer,02.1.3.0,02.2.0.0,True,3,False
chemin des papes gigondas,wine,02.1.2.1,02.1.2.1,True,9,True
malibu malibu liquore,"acqua, bevande, alcolici | liquori",02.1.1.0,07.2.2.3,True,3,False
hardys vr chardonnay,wine,02.1.2.1,02.1.2.1,True,12,True
miguel torres cordillera syrah,wine,02.1.2.1,02.1.2.1,True,9,True
cameo ciobar dark x5 115gr,food cupboard groceries | hot chocolate & malted drinks | hot chocolate & flavoured drinks,01.2.4.0,11.1.1.1,True,2,False
heineken can beer 500ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
bialetti caffe d'italia napoli gusto intenso,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,10,True
star il mio brodu beef 50c off 1 ltr,tins cans & packets,01.1.9.9,01.1.9.1,False,0,False
barone di bernaj catarratto  750ml,wine,02.1.2.1,02.1.2.1,True,9,True
marvel skimmed milk 250g,"chilled and dairy | milk, butter & eggs",01.1.4.2,01.1.4.3,True,1,False
red horse beer (6.9%) 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0,02.2.0.0,True,3,False
carapelli olio extra vergine di oliva 1 lt,olio e conserve | olio,01.1.5.1,01.1.5.1,True,8,True
somersby blackberry cider bottle,cider,02.1.2.2,02.1.2.2,True,1,True
cadbury instant orea drink uk  260 grms,hot chocolate & malted drinks,01.2.4.0,01.1.8.5,True,5,False
acquesi piemonte doc rosato,wine,02.1.2.1,02.1.2.1,True,10,True
la canva barbera d'asto docg 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.9.0,False,0,False
pukka feel new organic tea 20pcs.,tea,01.2.3.0,01.2.3.0,True,8,True
the cloud factory sauvignon blanc,wine,02.1.2.1,02.1.2.1,True,10,True
3 leaves pineapple in light syrup sliced 565 grms,tins cans & packets,01.1.6.9,01.1.6.9,True,3,True
the groovy sunflower spray 190ml,food cupboard groceries | cooking ingredients | oil & vinegar ,01.1.5.1,01.1.5.1,True,4,True
baxters favourites minestrone soup 400g,tins cans & packets,01.1.7.9,01.1.2.5,False,0,False
pio cesare  nebbiolo,wine,02.1.2.1,02.1.2.1,True,8,True
prosecco asolo superiore extra brut docg,"vini, birra e liquori | spumanti e champagne",02.1.2.1,02.1.2.1,True,9,True
twinings pure green hlan 50g,beverages | coffee & tea,01.2.3.0,01.2.2.0,True,3,False
cape spring chenin blanc 750 ml,wine,02.1.2.1,02.1.2.1,True,10,True
hardys chardonnay fresh & fruit,wine,02.1.2.1,02.1.2.1,True,10,True
london essence ginger ale 20cl,drinks | spirits & liqueurs | mixers,02.1.3.0,02.1.1.0,False,0,False
beltion tequila camino real 70cl,beverages | spirits,02.1.1.0,02.1.1.0,True,3,True
whistling duck shiraz 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,4,True
tennent's birra indian pale ale 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
gato negro sweet moscato,wine,02.1.2.1,02.1.2.1,True,7,True
pfanner blood orange juice,juices,01.2.1.0,01.2.1.0,True,6,True
friulano doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,8,True
fiero aperitivo,"vini, birra e liquori | liquori",02.1.2.1,02.1.2.1,True,6,True
pfanner multivitamin 1l,beverages | juices & ice-teas,01.2.1.0,01.2.1.0,True,6,True
queens vera zero 500ml,bottled water,01.2.9.0,01.2.5.0,False,0,False
nestle belte limone,iced tea,01.2.3.0,01.2.1.0,True,5,False
rasore cortese dell'alto monferrato doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,8,True
coolee orange 1l,beverages | soft drinks & mixers,01.2.6.0,01.2.6.0,True,3,True
vincenzi vermouth rosso di torino camillo 750 ml,"acqua, bevande, alcolici | liquori",02.1.2.1,02.1.2.1,True,5,True
folonari bardolino,wine,02.1.2.1,02.1.2.1,True,9,True
zedda piras mirto di sardegna 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,01.1.2.5,True,1,False
sanpellegrino l'aranciata zero,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.3.0,True,1,False
lesieur isio4 squeeze 675ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.9.3,05.3.2.1,True,1,False
sol beer + ice bucket free 8x 330ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
somersby pear 33cl x1 can single,drinks | beers & ciders | cider,02.1.2.2,02.1.2.2,True,1,True
go and fun energy original 250ml,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,4,True
mantova extra virgin tartufo nero spray 200ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.9.3,01.1.9.4,True,2,False
chouffe scotch ale birra 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.2.1,True,2,False
sangallo limoncino cinque terre 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,1,False
sale marino dfel mediterraneo fino integrale,"conserve | olio, aceto e sale",01.1.9.3,01.1.3.7,True,2,False
knorr soup minestra anellini 083 grms,tins cans & packets,01.1.9.1,01.1.2.5,True,1,False
san pellegrino chino,juices,01.2.6.0,01.2.6.0,True,3,True
carrefour anchovies paste 60g,tins cans & packets,01.1.2.5,01.1.3.3,True,1,False
coca cola diet/light 500ml,drinks | soft drinks | soft drinks,01.2.6.0,02.1.9.0,True,3,False
spritz party,"vini, birra e liquori | liquori",02.1.2.1,02.1.2.1,True,5,True
cortes tequila beer,beer,02.1.3.0,02.1.3.0,True,3,True
gin gin,alcohol,02.1.1.0,07.2.2.3,True,3,False
gewurztraminer trentino doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
valfrutta chopped tomatoes 3x 400 grms,tins cans & packets,01.1.9.3,01.1.7.9,False,0,False
viver sangiovese del rubicone 2018 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,10,True
la gioiosa sprizzoso aperitivo italiano 750 ml,"acqua, bevande, alcolici | liquori",02.1.2.1,02.1.9.0,True,4,False
borbone biscottone comp dolce gusto 16 cap,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,11.1.1.2,False,0,False
mokate cap gold caramel x8,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,2,False
dardanel tuna salad with cereal 185g,tins cans & packets,01.1.9.1,01.1.3.3,True,4,False
burro tradizionale,"latticini | latte, uova e burro",01.1.5.2,01.1.4.3,True,1,False
dragon superfoods coconut dessicated,organic products,01.1.6.9,01.1.4.6,True,1,False
costa doro grezzo ev olive oil 750ml e1 off,groceries | oil & vinegar,01.1.5.1,01.1.5.1,True,3,True
somerdale pure british butter salted,spreads,01.1.5.2,01.1.5.2,True,2,True
capsule per caffe espresso decaffeinato,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,12,True
santal dolce di natura pesca,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,5,True
knorr soup crema con piselli / peas 97 grms,tins cans & packets,01.1.9.1,01.1.7.9,True,3,False
cielo pinot grigio 1.5ltr,wine,02.1.2.1,02.1.2.1,True,8,True
glicine igt,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,5,True
j&b rare scotch whisky,alcohol,02.1.1.0,02.1.1.0,True,4,True
calvo mexican tuna salad @ EUR3.49 2x150g,tins cans & packets,01.1.9.1,01.1.3.3,True,4,False
sprite  1.5ltr,soft drinks,01.2.6.0,01.2.6.0,True,3,True
j&b scotch whisky,alcohol,02.1.1.0,02.1.1.0,True,3,True
foster clark orange powder 30g,beverages | juices & ice-teas,01.2.1.0,01.2.1.0,True,2,True
caffe motta l'originale ground coffee 250gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,01.2.2.0,True,7,True
chateau de chamirey clos du roi,wine,02.1.2.1,02.1.2.1,True,10,True
nestle belte limone 1.5ltr,drinks | ice tea | ice tea,01.2.3.0,01.2.3.0,True,1,True
castelli del duca gutturnio doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,4,True
hell zero energy drink 250ml,soft drinks,01.2.9.0,01.2.9.0,True,4,True
lindeman gentlemens collection cabernet sauvignon 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,9,True
aquavitamin frutti rossi,"acqua, bibite e succhi | bibite",01.2.9.0,01.2.1.0,True,2,False
torrevigne taurasi,wine,02.1.2.1,02.1.2.1,True,9,True
bonduelle peas & carrots 3x 150g,tins cans & packets,01.1.7.9,01.1.7.4,True,4,False
pirovano chardonnay veneto,wine,02.1.2.1,02.1.2.1,True,11,True
san miguel s m especial,beer,02.1.3.0,02.1.3.0,True,5,True
san giuliano l'originale olio extra vergine di oliva,olio e conserve | olio,01.1.5.1,01.1.5.1,True,8,True
cappy apple juice 33ml,juices & smoothies,01.2.1.0,01.2.1.0,True,7,True
bevanda 100% vegetale gusto latte classico,"latticini | latte, uova e burro",01.1.4.4,01.1.4.7,False,0,False
calvo tuna for sandwich chunks with jalapeno spicy 142 grms,tins cans & packets,01.1.9.1,01.1.2.5,True,1,False
hobgoblin birra ipa 500 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
frescobaldi nipozzano vecchie viti,wine,02.1.2.1,02.1.2.1,True,8,True
valdoglio limoncello 700ml,spirits,02.1.1.0,02.1.1.0,True,3,True
la mancha caliza chardonnay,wine,02.1.2.1,02.1.2.1,True,9,True
baxters potato & leek 400 grms,tins cans & packets,01.1.9.1,01.1.2.5,False,0,False
president whipped dairy cream spray 250g,"milk, butter & eggs",01.1.4.3,01.1.4.3,True,4,True
victoria heights merlot gozo 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
monkey 47 schwarzwald dry gin 500 ml,spirits,02.1.1.0,02.1.1.0,True,3,True
primia sciroppo al lampone 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,02.1.9.0,True,3,False
gimoka caffe espresso cremoso 275 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,12,True
succo optimum 50% albicocca,"acqua, bibite e succhi | succhi",01.2.1.0,02.1.9.0,True,5,False
kristal still water 6x2ltr,bottled water,01.2.5.0,01.2.5.0,True,4,True
colleantico  campania greco i. g . t 750 ml,wine,02.1.2.1,02.1.2.1,True,10,True
nescafe gold iced cappucino x7 108.5gr,"food cupboard groceries | coffee | coffee beans, ground, instant & speciality coffee",01.2.2.0,01.2.2.0,True,9,True
monster energy drink absolutely zero,energy drinks,01.2.9.0,01.2.9.0,True,4,True
san benedetto  ice tea peach can,iced tea,01.2.3.0,01.1.6.3,True,2,False
mateus rose 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,7,True
gut bio korniger bio-frischkase 200 g,milchprodukte,01.1.4.5,01.1.4.6,False,0,False
pro scic spumante brut bianco 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,02.1.2.1,True,8,True
naturotti bio chocolate chip biscuits gluteen free,organic products,01.1.1.3,01.1.8.5,True,1,False
sainsbury's house pinot grigio blush 75cl,drinks | wine | rose wine,02.1.2.1,02.1.2.1,True,9,True
dom perignon champagne brut,wine,02.1.2.1,02.1.2.1,True,9,True
tisana brucia grassi con mate e carciofo 18 filti,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,5,False
van pur extra strong beer,beer,02.1.3.0,02.2.0.0,True,3,False
o'hara's irish red traditional ale birra rossa 500 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.1.0,True,2,False
bicarbonato di sodio purissimo,"acqua, bibite e succhi | bibite",01.1.9.9,02.1.9.0,False,0,False
pepsi max,soft drinks,01.2.6.0,01.2.6.0,True,3,True
tinto   de toro,wine,02.1.2.1,02.1.2.1,True,10,True
pfanner succo b+c+e fr.bosco 30% 2ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.6.0,True,4,False
caffo sambuca secolare 42% 100cl,alcohol,02.1.1.0,02.1.2.1,True,2,False
good earth dark orange lemon 30c off,organic drinks,01.2.6.0,01.2.6.0,True,1,True
spar lemon ice tea 1ltr,drinks | ice tea | ice tea,01.2.3.0,01.2.3.0,True,3,True
levissima + potassio gusto mora 600 ml,"acqua, bevande, alcolici | acqua",01.2.5.0,02.1.9.0,True,3,False
vita coco coconut water 330ml,drinks | water | water - flavoured,01.2.9.0,01.1.4.4,True,1,False
liquorice,"vini, birra e liquori | liquori",02.1.1.0,02.1.1.0,True,4,True
19 crimes snoop dog cali red wine 750ml,wine,02.1.2.1,02.1.2.1,True,10,True
"estathe' estathe al limone 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.9.0,False,0,False
poretti 3 luppoli non filtrata birra chiara 990 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
hello viva pineapple (fruit drink) 1 ltr,juices & smoothies,01.2.1.0,01.2.1.0,True,6,True
