Code,Description
09.1.1,Magnétoscopes
09.1.1,Antennes de télévision de tous types
09.1.1,Postes de radio
09.1.1,Autoradios
09.1.1,Radios-réveils
09.1.1,Émetteurs-récepteurs radiophoniques
09.1.1,Émetteurs-récepteurs pour radioamateurs
09.1.1,Électrophones
09.1.1,Lecteurs de bandes
09.1.1,Lecteurs de cassettes
09.1.1,Magnétophones à bandes
09.1.1,Magnétophones à cassettes
09.1.1,Lecteurs de disques compacts
09.1.1,Baladeurs
09.1.1,Chaînes stéréo
09.1.1,Platines de tourne-disques
09.1.1,Syntoniseurs
09.1.1,Amplificateurs
09.1.1,Hauts-parleurs
09.1.1,Microphones
09.1.1,Écouteurs
09.1.2,Matériel photographique et cinématographique et appareils optiques
09.1.2,Appareils photographiques
09.1.2,Caméras cinématographiques
09.1.2,Caméras à prise de son intégrée
09.1.2,Caméras vidéo
09.1.2,Caméscopes
09.1.2,Projecteurs de films
09.1.2,Projecteurs de diapositives
09.1.2,Agrandisseurs
09.1.2,Matériel de développement
09.1.2,Écrans pour appareils photographiques et cinématographiques
09.1.2,Visionneuses pour appareils photographiques et cinématographiques
09.1.2,Lentilles pour appareils photographiques et cinématographiques
09.1.2,Flashes pour appareils photographiques et cinématographiques
09.1.2,Filtres pour appareils photographiques et cinématographiques
09.1.2,Posemètres pour appareils photographiques et cinématographiques
09.1.2,Jumelles
09.1.2,Microscopes
09.1.2,Télescopes
09.1.2,Boussoles
09.1.3,Matériel de traitement de l'information
09.1.3,Ordinateurs individuels
09.1.3,Écrans de visualisation
09.1.3,Imprimantes
09.1.3,Accessoires connexes divers pour ordinateurs individuels
09.1.3,"Logiciels (systèmes d'exploitation, applications, langages, etc.)"
09.1.3,"Progiciels (systèmes d'exploitation, applications, langages, etc.)"
09.1.3,Calculatrices
09.1.3,Calculettes
09.1.3,Machines à écrire
09.1.3,Machines de traitement de texte
09.1.3,Systèmes de télécopie installés sur ordinateur individuel
09.1.3,Systèmes de messagerie vocale installés sur ordinateur individuel
09.1.4,Supports d'enregistrement
09.1.4,Disques
09.1.4,Disques compacts
09.1.4,Bandes audio préenregistrées
09.1.4,Cassettes audio préenregistrées
09.1.4,Cassettes vidéo préenregistrées
09.1.4,Disquettes préenregistrées
09.1.4,CD-ROM préenregistrés pour magnétophones à bandes
09.1.4,CD-ROM préenregistrés pour magnétophones à cassettes
09.1.4,CD-ROM préenregistrés pour magnétoscopes
09.1.4,CD-ROM préenregistrés pour ordinateurs individuels
09.1.4,Bandes audio vierges
09.1.4,Cassettes audio vierges
09.1.4,Cassettes vidéo vierges
09.1.4,Disquettes vierges
09.1.4,CD-ROM vierges pour magnétophones à bandes
09.1.4,CD-ROM vierges pour magnétophones à cassettes
09.1.4,CD-ROM vierges pour magnétoscopes
09.1.4,CD-ROM vierges pour ordinateurs individuels
09.1.4,Pellicules photographiques vierges
09.1.4,Chargeurs photographiques vierges
09.1.4,Disques photographiques vierges
09.1.4,Disques cinématographiques vierges
09.1.4,Bandes préenregistrées contenant des romans
09.1.4,Bandes préenregistrées contenant des pièces de théâtre
09.1.4,Bandes préenregistrées contenant de la poésie
09.1.4,CD-ROM préenregistrés contenant des romans
09.1.4,CD-ROM préenregistrés contenant des pièces de théâtre
09.1.4,CD-ROM préenregistrés contenant de la poésie
09.1.4,Disquettes préenregistrées servant de support à des livres numérisés
09.1.4,Disquettes préenregistrées servant de support à des encyclopédies numérisées
09.1.4,Disquettes préenregistrées servant de support à des méthodes d'apprentissage des langues
09.1.4,Disquettes préenregistrées servant de support à des présentations multimédias
09.1.4,CD-ROM préenregistrés servant de support à des livres numérisés
09.1.4,CD-ROM préenregistrés servant de support à des encyclopédies numérisées
09.1.4,CD-ROM préenregistrés servant de support à des méthodes d'apprentissage des langues
09.1.4,CD-ROM préenregistrés servant de support à des présentations multimédias
09.1.4,Papier photographique
09.1.4,Lampes flash photographiques
09.1.4,Pellicules vierges dont les frais de développement sont compris dans le prix d'achat sans être isolés
09.1.5,"Réparation de matériel audiovisuel, photographique et de traitement de l'information"
09.1.5,Réparation de matériel audiovisuel
09.1.5,Réparation de matériel photographique
09.1.5,Réparation de matériel de traitement de l'information
09.1.5,Valeur totale du service (coût de la main-d'oeuvre et des pièces)
09.2.1,Biens durables pour loisirs de plein air
09.2.1,Autocaravanes
09.2.1,Caravanes
09.2.1,Remorques
09.2.1,Avions
09.2.1,U.L.M. (Ultra-Légers Motorisés)
09.2.1,Planeurs
09.2.1,Deltaplanes
09.2.1,Montgolfières
09.2.1,Bateaux
09.2.1,Moteurs hors-bord
09.2.1,Voiles pour bateaux
09.2.1,Gréement pour bateaux
09.2.1,Superstructures pour bateaux
09.2.1,Chevaux
09.2.1,Poneys
09.2.1,Véhicules hippomobiles
09.2.1,Harnais pour équidés
09.2.1,Brides pour équidés
09.2.1,Rênes pour équidés
09.2.1,Selles pour équidés
09.2.1,Canoës
09.2.1,Kayaks
09.2.1,Planches à voile
09.2.1,Matériel de plongée
09.2.1,Voiturettes de golf
09.2.1,Accastillage pour bateaux
09.2.1,Équipement pour autocaravanes
09.2.1,Équipement pour caravanes
09.2.2,Instruments de musique et biens durables destinés aux loisirs d'intérieur
09.2.2,Instruments de musique de toutes tailles
09.2.2,Pianos
09.2.2,Orgues
09.2.2,Violons
09.2.2,Guitars
09.2.2,Batteries
09.2.2,Trompettes
09.2.2,Clarinets
09.2.2,Flutes
09.2.2,Flutes a bec
09.2.2,Harmonicas
09.2.2,Tables de billard
09.2.2,Tables de ping-pong
09.2.2,Billards electroniques
09.2.2,Machines a jeux 
09.2.3,Entretien et réparation des autres biens durables à fonction récréative et culturelle
09.2.3,"Entretien et réparation d'autres biens durables à fonction récréative et culturelle, incluant la valeur totale du service (main-d'oeuvre et pièces)."
09.2.3,Remisage des bateaux en hiver.
09.2.3,Remisage des autocaravanes en hiver.
09.2.3,Remisage des caravanes en hiver.
09.2.3,Services de hangar pour les avions privés.
09.2.3,Stationnement de bateaux en port de plaisance.
09.2.3,Services vétérinaires pour chevaux achetés pour l'équitation.
09.2.3,Pension pour chevaux achetés pour l'équitation.
09.2.3,Services de maréchal-ferrant pour chevaux achetés pour l'équitation.
09.2.3,Services vétérinaires pour poneys achetés pour l'équitation.
09.2.3,Pension pour poneys achetés pour l'équitation.
09.2.3,Services de maréchal-ferrant pour poneys achetés pour l'équitation.
09.3.1,"Jeux, jouets et passe-temps"
09.3.1,Jeux de cartes
09.3.1,Jeux de société
09.3.1,Jeux d'échecs
09.3.1,Poupées
09.3.1,Jouets en matière souple
09.3.1,Voitures jouets
09.3.1,Trains jouets
09.3.1,Cycles jouets
09.3.1,Jeux de construction
09.3.1,Puzzles
09.3.1,Pâte à modeler
09.3.1,Jeux électroniques
09.3.1,Masques
09.3.1,Déguisements
09.3.1,Farces et attrapes
09.3.1,Bibelots
09.3.1,Feux d'artifice
09.3.1,Fusées
09.3.1,Guirlandes de Noël
09.3.1,Décorations pour arbres de Noël
09.3.1,Timbres oblitérés
09.3.1,Albums de timbres
09.3.1,Pièces de collection
09.3.1,Médailles
09.3.1,Minéraux
09.3.1,Spécimens zoologiques
09.3.1,Spécimens botaniques
09.3.1,Logiciels de jeu vidéo
09.3.1,Consoles de jeu vidéo se branchant sur un poste de télévision
09.3.1,Cassettes de jeux vidéo
09.3.1,CD-ROM de jeux vidéo
09.3.2,"Articles de sport, matériel de camping et matériel pour activités de plein air"
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les balles
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les volants
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les filets
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les raquettes
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les battes
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les skis
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les clubs de golf
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les fleurets
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les sabres
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les perches
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les poids
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les disques
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les javelots
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les haltères
09.3.2,Articles de sport et matériel pour la gymnastique et l'éducation physique tels que les extenseurs pour pectoraux
09.3.2,Parachutes et équipements connexes
09.3.2,Armes à feu et munitions pour la chasse
09.3.2,Armes à feu et munitions pour le sport
09.3.2,Armes à feu et munitions pour l'autodéfense
09.3.2,Cannes à pêche et autres articles de pêche
09.3.2,Articles de plage et matériel pour jeux de plein air tels que boules
09.3.2,Articles de plage et matériel pour jeux de plein air tels que croquet
09.3.2,Articles de plage et matériel pour jeux de plein air tels que frisbee
09.3.2,Articles de plage et matériel pour jeux de plein air tels que volley-ball
09.3.2,Articles de plage et matériel pour jeux de plein air tels que canots et radeaux pneumatiques
09.3.2,Articles de plage et matériel pour jeux de plein air tels que piscines gonflables
09.3.2,Matériel de camping tel que les tentes et accessoires connexes
09.3.2,Matériel de camping tel que les sacs de couchage
09.3.2,Matériel de camping tel que les sacs à dos
09.3.2,Matériel de camping tel que les matelas pneumatiques et gonfleurs
09.3.2,Matériel de camping tel que les réchauds de camping et barbecues
09.3.2,Réparation de ces articles
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (chaussures de ski
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (chaussures de football
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (chaussures de golf
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (autres chaussures munies de patins à glace
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (autres chaussures munies de patins à roulettes
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (autres chaussures munies de pointes
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive (autres chaussures munies de crampons
09.3.2,Casques de protection pour la pratique de sports
09.3.2,Autres articles de protection pour la pratique de sports tels que les gilets de sauvetage
09.3.2,Autres articles de protection pour la pratique de sports tels que les gants de boxe
09.3.2,Autres articles de protection pour la pratique de sports tels que les vêtements matelassés
09.3.2,Autres articles de protection pour la pratique de sports tels que les protège-tibias
09.3.2,Autres articles de protection pour la pratique de sports tels que les lunettes
09.3.2,Autres articles de protection pour la pratique de sports tels que les ceintures
09.3.2,Autres articles de protection pour la pratique de sports tels que les bandages
09.3.3,"Produits pour jardins, plantes et fleurs"
09.3.3,Fleurs naturelles
09.3.3,Fleurs artificielles
09.3.3,Feuillages naturels
09.3.3,Feuillages artificiels
09.3.3,Plantes
09.3.3,Arbustes
09.3.3,Arbrisseaux
09.3.3,Bulbes
09.3.3,Tubercules
09.3.3,Graines
09.3.3,Gazon en plaques
09.3.3,Engrais
09.3.3,Composts
09.3.3,Tourbes
09.3.3,Terres horticoles
09.3.3,Terreaux
09.3.3,Préparations horticoles
09.3.3,Pots
09.3.3,Bacs
09.3.3,Arbres de Noël naturels
09.3.3,Arbres de Noël artificiels
09.3.3,Frais de livraison des fleurs
09.3.3,Frais de livraison des plantes
09.3.4,Animaux de compagnie et articles connexes
09.3.4,Animaux de compagnie
09.3.4,Aliments pour animaux de compagnie
09.3.4,Produits vétérinaires pour animaux de compagnie
09.3.4,Produits de toilettage pour animaux de compagnie
09.3.4,Colliers pour animaux de compagnie
09.3.4,Laisses pour animaux de compagnie
09.3.4,Niches pour animaux de compagnie
09.3.4,Cages à oiseaux
09.3.4,Aquariums
09.3.4,Litière pour chats
09.3.5,Services vétérinaires et autres services pour animaux de compagnie
09.3.5,Services vétérinaires
09.3.5,Toilettage pour animaux de compagnie
09.3.5,Garde pour animaux de compagnie
09.3.5,Tatouage pour animaux de compagnie
09.3.5,Dressage pour animaux de compagnie
09.4.1,Services récréatifs et sportifs
09.4.1,Stades
09.4.1,Hippodromes
09.4.1,Circuits de course auto
09.4.1,Circuits de course moto
09.4.1,Vélodromes
09.4.1,Patinoires
09.4.1,Piscines
09.4.1,Terrains de golf
09.4.1,Gymnases
09.4.1,Centres de culture physique
09.4.1,Courts de tennis
09.4.1,Terrains de squash
09.4.1,Salles de bowling
09.4.1,Fêtes foraines
09.4.1,Parcs d'attraction
09.4.1,Manèges
09.4.1,Balançoires
09.4.1,Équipements de terrains de jeux pour enfants
09.4.1,Billards électriques
09.4.1,Jeux destinés aux adultes à l'exception des jeux de hasard
09.4.1,Pistes de ski
09.4.1,Remontées mécaniques
09.4.1,Installations analogues
09.4.1,Location de matériel de sport
09.4.1,Location d'accessoires de sport
09.4.1,Location d'avions
09.4.1,Location de bateaux
09.4.1,Location de chevaux
09.4.1,Location de skis
09.4.1,Location de matériel de camping
09.4.1,Cours particuliers de bridge
09.4.1,Cours collectifs de bridge
09.4.1,Cours particuliers d'échecs
09.4.1,Cours collectifs d'échecs
09.4.1,Cours particuliers d'aérobic
09.4.1,Cours collectifs d'aérobic
09.4.1,Cours particuliers de danse
09.4.1,Cours collectifs de danse
09.4.1,Cours particuliers de musique
09.4.1,Cours collectifs de musique
09.4.1,Cours particuliers de patinage
09.4.1,Cours collectifs de patinage
09.4.1,Cours particuliers de ski
09.4.1,Cours collectifs de ski
09.4.1,Cours particuliers de natation
09.4.1,Cours collectifs de natation
09.4.1,Cours particuliers organisés dans un cadre extrascolaire
09.4.1,Cours collectifs organisés dans un cadre extrascolaire
09.4.1,Services de guides de montagne
09.4.1,Services de guides touristiques
09.4.1,Assistance pour la navigation de plaisance
09.4.1,Location de chaussures conçues spécialement en vue de la pratique d'une activité sportive
09.4.1,Location de chaussures de ski
09.4.1,Location de chaussures de football
09.4.1,Location de chaussures de golf
09.4.1,Location de chaussures munies de patins à glace
09.4.1,Location de chaussures munies de patins à roulettes
09.4.1,Location de chaussures munies de pointes
09.4.1,Location de chaussures munies de crampons
09.4.2,Services culturels
09.4.2,Services fournis par les salles de cinéma
09.4.2,Services fournis par les théâtres
09.4.2,Services fournis par les opéras
09.4.2,Services fournis par les salles de concert
09.4.2,Services fournis par les music-halls
09.4.2,Services fournis par les cirques
09.4.2,Services fournis par les spectacles de sons et lumière
09.4.2,Services fournis par les musées
09.4.2,Services fournis par les bibliothèques
09.4.2,Services fournis par les galeries d'art
09.4.2,Services fournis par les salles d'exposition
09.4.2,Services fournis par les monuments historiques
09.4.2,Services fournis par les parcs nationaux
09.4.2,Services fournis par les jardins zoologiques
09.4.2,Services fournis par les jardins botaniques
09.4.2,Services fournis par les aquariums
09.4.2,"Location de matériel et accessoires à fonction culturelle, tels que les postes de télévision"
09.4.2,"Location de matériel et accessoires à fonction culturelle, tels que les cassettes vidéo"
09.4.2,"Services fournis par la télévision, en particulier les redevances"
09.4.2,"Services fournis par la télévision, en particulier les abonnements"
09.4.2,"Services fournis par la radio, en particulier les redevances"
09.4.2,"Services fournis par la radio, en particulier les abonnements"
09.4.2,"Services de photographes, tels que le développement de pellicules"
09.4.2,"Services de photographes, tels que le tirage de photographies"
09.4.2,"Services de photographes, tels que l'agrandissement de photographies"
09.4.2,"Services de photographes, tels que la réalisation de portraits"
09.4.2,"Services de photographes, tels que la réalisation de photographies de mariage"
09.4.2,Services des musiciens se produisant dans des réceptions privées
09.4.2,Services des clowns se produisant dans des réceptions privées
09.4.2,Services des artistes se produisant dans des réceptions privées
09.4.3,Jeux de hasard
09.4.3,Rémunération des services des preneurs de paris
09.4.3,Rémunération des services des totalisateurs
09.4.3,Rémunération des services des casinos
09.4.3,Rémunération des services des établissements de jeu
09.4.3,Rémunération des services des machines à jeux
09.4.3,Rémunération des services des salles de bingo
09.4.3,Rémunération des services des loteries par grattage
09.4.3,Rémunération des services des loteries par tirage
09.4.3,Rémunération des services des tombolas
09.4.3,Rémunération des services des sweepstakes
09.5.1,Livres
09.5.1,Livres
09.5.1,Atlas
09.5.1,Dictionnaires
09.5.1,Encyclopédies
09.5.1,Manuels
09.5.1,Guides
09.5.1,Partitions
09.5.1,Albums de découpages
09.5.1,Albums pour enfants
09.5.1,Reliure d'ouvrages
09.5.2,Journaux et publications périodiques
09.5.2,Journaux 
09.5.2,Revues 
09.5.2,Publications périodiques
09.5.3,Imprimés divers
09.5.3,Catalogues
09.5.3,Imprimés publicitaires
09.5.3,Affiches illustrées
09.5.3,Affiches non illustrées
09.5.3,Cartes postales illustrées
09.5.3,Cartes postales non illustrées
09.5.3,Calendriers
09.5.3,Cartes de voeux
09.5.3,Cartes de visite
09.5.3,Faire-part
09.5.3,Cartes préimprimées
09.5.3,Cartes
09.5.3,Globes
09.5.4,Papeterie et matériel de dessin
09.5.4,Blocs-notes
09.5.4,Enveloppes
09.5.4,Livres comptables
09.5.4,Carnets de notes
09.5.4,Agendas
09.5.4,Stylos
09.5.4,Crayons
09.5.4,Stylos à plume
09.5.4,Stylos à bille
09.5.4,Stylos à feutre
09.5.4,Encres
09.5.4,Gommes
09.5.4,Taille-crayons
09.5.4,Stencils
09.5.4,Papier carbone
09.5.4,Rubans pour machine à écrire
09.5.4,Tampons encreurs
09.5.4,Liquides correcteurs
09.5.4,Perforateurs à papier
09.5.4,Massicots
09.5.4,Ciseaux à papier
09.5.4,Colles à papier et adhésifs
09.5.4,Agrafeuses et agrafes
09.5.4,Trombones
09.5.4,Punaises
09.5.4,Toiles pour peinture
09.5.4,Papier à dessin
09.5.4,Carton à dessin
09.5.4,Peintures
09.5.4,Crayons à dessin
09.5.4,Pastels
09.5.4,Pinceaux
09.5.4,Cartouches d'encre pour photocopieuses
09.5.4,Cartouches d'encre pour imprimantes
09.5.4,Cahiers pédagogiques
09.5.4,Règles à calcul
09.5.4,Instruments de géométrie
09.5.4,Ardoises pédagogiques
09.5.4,Craies
09.5.4,Plumiers
09.6.0,Forfaits touristiques
09.6.0,Forfaits touristiques composites associant le transport
09.6.0,Forfaits touristiques composites associant la nourriture
09.6.0,Forfaits touristiques composites associant l'hébergement
09.6.0,Forfaits touristiques composites associant la mise à disposition de guides
09.6.0,Excursions d'une demi-journée
09.6.0,Excursions d'une journée
09.6.0,Pèlerinages
10.1.0,Enseignement préélémentaire et primaire
10.1.0,Enseignement préélémentaire (Niveau 0 de la CITE-97)
10.1.0,Enseignement primaire (Niveau 1 de la CITE-97)
10.1.0,Programmes d'alphabétisation pour élèves trop âgés pour l'école primaire
10.2.0,Enseignement secondaire
10.2.0,Enseignement secondaire premier cycle de la CITE-97
10.2.0,Enseignement secondaire deuxième cycle de la CITE-97
10.2.0,Enseignement secondaire extrascolaire dispensé à des adultes
10.2.0,Enseignement secondaire extrascolaire dispensé à des jeunes
10.3.0,Enseignement postsecondaire non supérieur
10.3.0,Enseignement postsecondaire non supérieur de niveau 4 de la CITE-97
10.3.0,Enseignement extrascolaire postsecondaire non supérieur dispensé à des adultes
10.3.0,Enseignement extrascolaire postsecondaire non supérieur dispensé à des jeunes
10.4.0,Enseignement supérieur
10.4.0,Premier cycle de l'enseignement supérieur Niveau 5 de la CITE-97
10.4.0,Deuxième cycle de l'enseignement supérieur Niveau 6 de la CITE-97
10.5.0,Enseignement non défini par niveau
10.5.0,Programmes d'enseignement pour adultes sans prérequis éducatifs spécifiques
10.5.0,Programmes de formation professionnelle pour adultes sans prérequis éducatifs spécifiques
10.5.0,Programmes de culture générale pour adultes sans prérequis éducatifs spécifiques
11.1.1,"Restaurants, cafés et établissements similaires"
11.1.1,Services de restauration fournis par les restaurants
11.1.1,Services de restauration fournis par les cafés
11.1.1,Services de restauration fournis par les buffets
11.1.1,Services de restauration fournis par les bars
11.1.1,Services de restauration fournis par les salons de thé
11.1.1,Services de restauration dans les théâtres
11.1.1,Services de restauration dans les cinémas
11.1.1,Services de restauration dans les stades
11.1.1,Services de restauration dans les piscines
11.1.1,Services de restauration dans les complexes sportifs
11.1.1,Services de restauration dans les musées
11.1.1,Services de restauration dans les galeries d'art
11.1.1,Services de restauration dans les boîtes de nuit
11.1.1,Services de restauration dans les clubs de danse
11.1.1,Services de restauration dans les bus (facturés à part)
11.1.1,Services de restauration dans les trains (facturés à part)
11.1.1,Services de restauration dans les bateaux (facturés à part)
11.1.1,Services de restauration dans les avions (facturés à part)
11.1.1,Vente de produits alimentaires pour consommation immédiate par les kiosques
11.1.1,Vente de boissons pour consommation immédiate par les kiosques
11.1.1,Vente de produits alimentaires pour consommation immédiate par les vendeurs ambulants
11.1.1,Vente de boissons pour consommation immédiate par les vendeurs ambulants
11.1.1,Vente de produits alimentaires pour consommation immédiate par les distributeurs automatiques
11.1.1,Vente de boissons pour consommation immédiate par les distributeurs automatiques
11.1.1,Vente de plats cuisinés à emporter par les restaurants
11.1.1,Vente de plats cuisinés à emporter par les traiteurs
11.1.1,Vente de plats cuisinés livrés à domicile par les traiteurs
11.1.1,Les pourboires
11.1.2,Cantines
11.1.2,Services de restauration des cantines de chantier
11.1.2,Services de restauration des cantines d'entreprise
11.1.2,Services de restauration des cantines d'établissement scolaire
11.1.2,Services de restauration des cantines universitaires
11.1.2,Réfectoires universitaires
11.1.2,Mess
11.1.2,Carrés d'officiers
11.2.0,Services d'hébergement
11.2.0,Hôtels
11.2.0,Pensions de famille
11.2.0,Motels
11.2.0,Auberges
11.2.0,Chambres d'hôtes
11.2.0,Villages de vacances
11.2.0,Centres de vacances
11.2.0,Terrains de camping pour tentes
11.2.0,Terrains de camping pour caravanes
11.2.0,Auberges de jeunesse
11.2.0,Refuges de montagne
11.2.0,Pensionnats
11.2.0,Résidences universitaires
11.2.0,Transports publics (trains) lorsque la location des lits ou couchettes est facturée à part
11.2.0,Transports publics (bateaux) lorsque la location des lits ou couchettes est facturée à part
11.2.0,Foyers pour jeunes travailleurs
11.2.0,Foyers pour immigrés
11.2.0,Pourboires
11.2.0,Chasseurs d'hôtel
12.1.1,Salons de coiffure et instituts de soins et de beauté
12.1.1,Services des salons de coiffure
12.1.1,Services des barbiers
12.1.1,Services des instituts de beauté
12.1.1,Services de manucures
12.1.1,Services de pédicures
12.1.1,Services de bains turcs
12.1.1,Services de saunas
12.1.1,Services de solariums
12.1.1,Services de massages à fins non thérapeutiques
12.1.1,Services de soins corporels
12.1.1,Services d'épilation
12.1.2,Appareils électriques pour soins corporels
12.1.2,Rasoirs électriques
12.1.2,Tondeuses électriques
12.1.2,Sèche-cheveux à main
12.1.2,Casques séchoirs
12.1.2,Fers à friser
12.1.2,Peignes soufflants
12.1.2,Lampes à rayons ultraviolets
12.1.2,Vibromasseurs
12.1.2,Brosses à dents électriques
12.1.2,Appareils électriques pour l'hygiène dentaire
12.1.2,Réparation de rasoirs électriques
12.1.2,Réparation de tondeuses électriques
12.1.2,Réparation de sèche-cheveux à main
12.1.2,Réparation de casques séchoirs
12.1.2,Réparation de fers à friser
12.1.2,Réparation de peignes soufflants
12.1.2,Réparation de lampes à rayons ultraviolets
12.1.2,Réparation de vibromasseurs
12.1.2,Réparation de brosses à dents électriques
12.1.2,Réparation d'appareils électriques pour l'hygiène dentaire
12.1.3,"Autres appareils, articles et produits pour soins corporels"
12.1.3,Appareils non électriques : rasoirs
12.1.3,Appareils non électriques : tondeuses
12.1.3,Appareils non électriques : lames de rasoir
12.1.3,Appareils non électriques : lames de tondeuse
12.1.3,Appareils non électriques : ciseaux
12.1.3,Appareils non électriques : limes à ongles
12.1.3,Appareils non électriques : peignes
12.1.3,Appareils non électriques : blaireaux
12.1.3,Appareils non électriques : brosses à cheveux
12.1.3,Appareils non électriques : brosses à dents
12.1.3,Appareils non électriques : brosses à ongles
12.1.3,Appareils non électriques : épingles à cheveux
12.1.3,Appareils non électriques : bigoudis
12.1.3,Appareils non électriques : pèse-personnes
12.1.3,Appareils non électriques : pèse-bébés
12.1.3,Articles d'hygiène corporelle : savon de toilette
12.1.3,Articles d'hygiène corporelle : savon médicinal
12.1.3,Articles d'hygiène corporelle : lait de toilette
12.1.3,Articles d'hygiène corporelle : huile de toilette
12.1.3,Articles d'hygiène corporelle : savon à barbe
12.1.3,Articles d'hygiène corporelle : crème à raser
12.1.3,Articles d'hygiène corporelle : mousse à raser
12.1.3,Articles d'hygiène corporelle : pâte dentifrice
12.1.3,Produits de beauté : rouge à lèvres
12.1.3,Produits de beauté : vernis à ongles
12.1.3,Produits de beauté : poudres
12.1.3,Produits de beauté : pinceaux à poudre
12.1.3,Produits de beauté : houppettes
12.1.3,Produits de beauté : laques capillaires
12.1.3,Produits de beauté : lotions capillaires
12.1.3,Produits de beauté : lotions avant-rasage
12.1.3,Produits de beauté : lotions après-rasage
12.1.3,Produits de beauté : produits solaires
12.1.3,Produits de beauté : produits épilatoires
12.1.3,Produits de beauté : parfums
12.1.3,Produits de beauté : eaux de toilette
12.1.3,Produits de beauté : déodorants corporels
12.1.3,Produits de beauté : produits pour le bain
12.1.3,Autres produits : papier de toilette
12.1.3,Autres produits : mouchoirs en papier
12.1.3,Autres produits : serviettes en papier
12.1.3,Autres produits : serviettes hygiéniques
12.1.3,Autres produits : ouate
12.1.3,Autres produits : coton
12.1.3,Autres produits : cotons de tige
12.1.3,Autres produits : couches pour bébés
12.1.3,Autres produits : éponges de toilette
12.2.0,Prostitution
12.2.0,Services fournis par les prostitué(e)s
12.2.0,Services analogues à la prostitution
12.3.1,Articles de bijouterie et horlogerie
12.3.1,Pierres précieuses
12.3.1,Métaux précieux
12.3.1,Bijoux en pierres précieuses
12.3.1,Bijoux en métaux précieux
12.3.1,Bijoux fantaisie
12.3.1,Boutons de manchettes
12.3.1,Épingles de cravate
12.3.1,Horloges
12.3.1,Montres
12.3.1,Chronomètres
12.3.1,Réveils
12.3.1,Réveils de voyage
12.3.1,Réparation de pierres précieuses
12.3.1,Réparation de métaux précieux
12.3.1,Réparation de bijoux en pierres précieuses
12.3.1,Réparation de bijoux en métaux précieux
12.3.1,Réparation de bijoux fantaisie
12.3.1,Réparation de boutons de manchettes
12.3.1,Réparation d'épingles de cravate
12.3.1,Réparation d'horloges
12.3.1,Réparation de montres
12.3.1,Réparation de chronomètres
12.3.1,Réparation de réveils
12.3.1,Réparation de réveils de voyage
12.3.2,Autres effets personnels
12.3.2,Bagages et autres articles de voyage pour effets personnels : valises
12.3.2,Bagages et autres articles de voyage pour effets personnels : malles
12.3.2,Bagages et autres articles de voyage pour effets personnels : sacs de voyage
12.3.2,Bagages et autres articles de voyage pour effets personnels : mallettes
12.3.2,Bagages et autres articles de voyage pour effets personnels : sacoches
12.3.2,Bagages et autres articles de voyage pour effets personnels : sacs à main
12.3.2,Bagages et autres articles de voyage pour effets personnels : portefeuilles
12.3.2,Bagages et autres articles de voyage pour effets personnels : porte-monnaie
12.3.2,Articles pour bébés : landaus
12.3.2,Articles pour bébés : poussettes
12.3.2,Articles pour bébés : couffins
12.3.2,Articles pour bébés : relax
12.3.2,Articles pour bébés : lits auto
12.3.2,Articles pour bébés : sièges auto
12.3.2,Articles pour bébés : porte-bébés frontaux
12.3.2,Articles pour bébés : porte-bébés dorsaux
12.3.2,Articles pour bébés : laisses
12.3.2,Articles pour bébés : harnais
12.3.2,Articles pour fumeurs : pipes
12.3.2,Articles pour fumeurs : briquets
12.3.2,Articles pour fumeurs : étuis à cigarettes
12.3.2,Articles pour fumeurs : coupe-cigares
12.3.2,Articles personnels divers : lunettes de soleil
12.3.2,Articles personnels divers : cannes
12.3.2,Articles personnels divers : parapluies
12.3.2,Articles personnels divers : ombrelles
12.3.2,Articles personnels divers : éventails
12.3.2,Articles personnels divers : porte-clefs
12.3.2,Articles funéraires : cercueils
12.3.2,Articles funéraires : pierres tombales
