code,title
12.1.3.0,Burglary Insurance for Tenants
12.1.3.0,Liability Insurance for Tenants
12.1.3.0,Building Insurance for Landlords (excluded from this class)
12.1.4.1,Personal transport insurance
12.1.4.1,Car Insurance Premiums
12.1.4.1,Motorcycle Insurance Fees
12.1.4.1,Yacht Insurance Costs
12.1.4.1,Boat Liability Coverage
12.1.4.1,Sailboat Damage Protection
12.1.4.1,Airplane Operation Liability
12.1.4.1,Personal Watercraft Coverage
12.1.4.1,Snowmobile Insurance Rates
12.1.4.1,Dune Buggy Accident Liability
12.1.4.1,Go-Kart Property Damage Insurance
12.1.4.2,Travel insurance
12.1.4.2,Change of Travel Plan Protection
12.1.4.2,Travel Cancellation Reimbursement
12.1.4.2,Delayed Luggage Reimbursement
12.1.4.2,Lost Luggage Compensation
12.1.4.2,Travel Interruption Insurance
12.1.4.2,Baggage Delay Insurance
12.1.9.0,Other insurance
12.1.9.0,civil liability insurance
12.1.9.0,third-party damage compensation insurance
12.1.9.0,personal accident insurance
12.1.9.0,property damage insurance
12.1.9.0,professional indemnity insurance
12.1.9.0,product liability insurance
12.1.9.0,directors & officers insurance
12.1.9.0,legal expenses insurance
12.1.9.0,pet health insurance
12.1.9.0,veterinary insurance plan
12.2.1.0,Financial intermediation services indirectly measured
12.2.1.0,Deposit-Taking Corporations Interest Differential
12.2.1.0,Moneylenders' Implicit Financial Services
12.2.1.0,Credit Card Issuers' Implied Services
12.2.1.0,Retailer Finance Associates' Loan Provision
12.2.1.0,Pawnshop Lending Services
12.2.1.0,Student Loan Intermediation
12.2.1.0,Import/Export Loan Intermediation
12.2.1.0,Corporate Deposit-Taking Interest Differential
12.2.2.0,Explicit charges by deposit-taking corporations
12.2.2.0,Transaction fees for checking accounts
12.2.2.0,Overdraft fees at savings institutions
12.2.2.0,Monthly maintenance charges for money market accounts
12.2.2.0,Credit card annual fees from post banks
12.2.2.0,Foreign exchange conversion fees by cooperative banks
12.2.2.0,Early account closure penalties at commercial banks
12.2.9.1,Remittances fees
12.2.9.1,Western Union transfer fee
12.2.9.1,MoneyGram fee for international transfers
12.2.9.1,Remitly international money transfer charge
12.2.9.1,Wizzit Money prepaid card transaction cost
12.2.9.1,PayPal fee for sending money abroad
12.2.9.1,XIAMO Transaction Fee for cross-border payments
12.2.9.1,WorldRemit transfer charges
12.2.9.1,TransferWise borderless account international fee
12.2.9.1,Skrill Money Transfer fee for sending to bank accounts
12.2.9.1,Facebook Pay - Money Transfer fee for prepaid services
12.2.9.9,Other financial services n.e.c.
12.2.9.9,Money Changing Fees
12.2.9.9,Financial Institution Service Charges
12.2.9.9,Implicit Money Market Fees
12.2.9.9,Non-Money Market Investment Service Costs
12.2.9.9,Brokerage Transaction Fees
12.2.9.9,Consultancy Financial Charges
12.2.9.9,Pension Administration Costs
13.1.1.1,Purchase of electric appliances for personal care
13.1.1.1,Oral-B Genius X Electric Toothbrush
13.1.1.1,Braun Silk-épil 9 Flex Wet & Dry Epilator
13.1.1.1,Philips Series 7000 Wet & Dry Electric Shaver
13.1.1.1,BaByliss PRO Nano Titanium Curling Iron
13.1.1.1,Panasonic ES8103S High-Performance Electric Razor
13.1.1.1,Revlon ReVeal Dryer by Roller Set
13.1.1.1,Ghd Platinum+ Styler
13.1.1.1,SunSquare Portable Travel Sun Lamp
13.1.1.1,Holmes Dual-Speed Handheld Hair Dryer
13.1.1.1,Conair Infiniti Pro Ceramic Hair Styler
13.1.1.2,Repair of electric appliances for personal care
13.1.1.2,Electric Razor Blade Replacement and Repair
13.1.1.2,Hair Dryer Motor Replacement Service
13.1.1.2,Electric Toothbrush Battery and Casing Service
13.1.1.2,Curling Iron Tip and Shaft Repair
13.1.1.2,Shaver Head Cleaning and Replacement Package
13.1.1.2,Epilator Tweezer Replacement and Maintenance
13.1.1.2,Beard Trimmer Blade Sharpening and Repair
13.1.1.2,Massage Device Pad and Motor Replacement
13.1.1.2,Nebulizer Inhaler Motor and Nozzle Service
13.1.1.2,Electric Salt Precipitator Cleaning and Maintenance
13.1.2.0,"Other appliances, articles and products for personal care"
13.1.2.0,Artisian Shaving Soap
13.1.2.0,Dual-action Safety Razor
13.1.2.0,Stainless Steel Hair Clippers
13.1.2.0,Bamboo Toothbrush
13.1.2.0,Beeswax Nail File
13.1.2.0,Boar Bristle Hairbrush
13.1.2.0,Silk Tie Hair Tie
13.1.2.0,Bamboo Comb
13.1.2.0,Shaving Brush Set
13.1.2.0,Luxury Bath Oil
13.1.2.0,Natural Toothpaste
13.1.2.0,Coconut Oil Cleansing Milk
13.1.2.0,Decorative Hair Clips
13.1.2.0,Porcelain Hand Mirror
13.1.2.0,Cork Nail Brush
13.1.2.0,Cruelty-free Lipstick
13.1.2.0,Vegan Nail Polish
13.1.2.0,Organic Make-up Remover Wipes
13.1.2.0,Eco-friendly Bronzing Lotion
13.1.2.0,Hair Serum with Argan Oil
13.1.2.0,Sustainable Pre-Shave Oil
13.1.2.0,Zinc Sunscreen SPF 50
13.1.2.0,Peta-Certified After-Shave Balm
13.1.2.0,Fragrance-Free Personal Deodorant
13.1.2.0,Lavender-Scented Bath Salts
13.1.3.1,Hairdressing
13.1.3.1,Unisex Hair Design Studio for Families
13.1.3.1,Contemporary Hair Salon for Women and Men
13.1.3.1,Modern Children's Hair Studio
13.1.3.1,Luxury Hair Salon Serving Both Genders
13.1.3.1,The Hair Impression - Unisex Salon
13.1.3.1,Kids' Hair Paradise - Child-Friendly Salon
13.1.3.1,Elegant Men's Hair Studio for Grooming
13.1.3.1,Spectacular Women's Hair Spa
13.1.3.1,Premium Unisex Hairdressing
13.1.3.1,"Identity Hair Studio - Women, Men, and Kids"
13.1.3.1,Barbersquare - Unisex Hair and Beard Styling
13.1.3.1,The Art of Hairdressing - For All Genders
13.1.3.1,Pixie Hair Studio - Unisex Children's Specialist
13.1.3.1,Gentlemen's Hair Salon - Men's Grooming Services
13.1.3.1,Grace Hair Salon - Women and Children's Specialists
13.1.3.1,The Hair Nook for Families
13.1.3.1, trendy Unisex Hair Studio
13.1.3.1,Barber of Dreams - All-Gender Hairdressing
13.1.3.2,Personal grooming treatments
13.1.3.2,Facial treatment with collagen mask
13.1.3.2,Brazilian waxing
13.1.3.2,UV tanning session
13.1.3.2,Gel nail polish application
13.1.3.2,Full body scrub and wrap
13.1.3.2,Traditional Turkish hammam experience
13.1.3.2,Infrared sauna session
13.1.3.2,Hot stone massage
13.1.3.2,At-home weight loss meal plan from a diet club
13.1.3.2,Custom tattoo design and application
13.1.3.2,Ear piercing with surgical-grade earrings
13.2.1.1,Purchase of jewellery and watches
13.2.1.1,Gold bracelet set with diamonds
13.2.1.1,Silver cuff links engraved with initials
13.2.1.1,Pearl necklace with 14k gold clasp
13.2.1.1,Titanium watch with digital display
13.2.1.1,Sterling silver tiepin with enamel insignia
13.2.1.1,"Rolex Submariner Date               {
ormalfont (mechanical watch)}"
13.2.1.2,"Repair and hire of jewellery, clocks and watches"
13.2.1.2,Necklace Pendant Replacement
13.2.1.2,Cufflink Mending
13.2.1.2,Clock Chime Mechanism Installation
13.2.1.2,Pocket Watch Hinge Soldering
13.2.1.2,Brooch Setting Replacement
13.2.1.2,Vintage Watch Dial Revamp
13.2.1.2,Antique Clock Face Cleaning
13.2.1.2,Earring Back Silicone Refurbishing
13.2.1.2,Gold Watch Band Resizing
13.2.1.2,Pocket Watch Crystal Polishing
13.2.2.0,Devotional articles and articles for religious and ritual celebrations
13.2.2.0,Crucifix Jewelry
13.2.2.0,Rosary with Pearl Beads
13.2.2.0,Buddha Statue for Meditation
13.2.2.0,Jeweled Crown for Religious Drama
13.2.2.0,Orthodox Cross Necklace
13.2.2.0,Menorah Candle Holders
13.2.2.0,Islamic Prayer Mat
13.2.2.0,Hindu Yantra Artwork
13.2.2.0,Sikh Tassle Kara (Steel Bracelet)
13.2.2.0,Baptismal Candle
13.2.2.0,Santeria Altar Decorations
13.2.2.0,Kabbalah Red String Bracelet
13.2.2.0,Shinto Omamori Charm
13.2.2.0,Christian Advent Wreath Candle Set
13.2.9.1,"Travel goods, baby articles and other personal effects n.e.c."
13.2.9.1,Valise Delsey Paris Titan Suitcase
13.2.9.1,Vtech Ashton Smart Baby Activity Centre
13.2.9.1,Davidoff Pipe Toscano Pipe
13.2.9.1,Silver Jet Lighter
13.2.9.1,EarPlugs High Fidelity Protective Earplugs
13.2.9.1,A.W. Benson Cigar Cutter
13.2.9.1,Funeraria de Trenor Coffin
13.2.9.1,Barometers by Fassa Bortolo Wall Thermometers
13.2.9.1,Metallic Sunglasses by Persol
13.2.9.1,LEAPFROG LeapReader Reading & Writing System
13.2.9.1,Fossil Vintage Navy Leather Wallet
13.2.9.1,Bell & Evans Organic Chicken Rotisserie Oven Bag
13.2.9.1,Green Smoke Electronic Cigarette Starter Kit
13.2.9.1,Haribo Sugar-Free Gummy Bears Pouch
13.2.9.2,Repair and hire of other personal effects
13.2.9.2,Suitcase Hire
13.2.9.2,Baby Pushchair Repair
13.2.9.2,Cigarette Case Repair
13.2.9.2,Travel Bag Rental
13.2.9.2,Umbrella Repair
13.2.9.2,Coffin Rental
13.2.9.2,Umbrella Rental
13.2.9.2,Non-Corrective Sunglasses Repair
13.2.9.2,Baby Carrier Maintenance
13.2.9.2,Key Ring Reproduction
13.2.9.2,Cigar Cutter Repair
13.2.9.2,Backpack Hire
13.2.9.2,Fan Maintenance
13.2.9.2,Ashtray Repair
13.2.9.2,Gravestone Maintenance
13.2.9.2,Parasol Repair
13.2.9.2,Electronic Cigarette Device Repair
13.2.9.2,Wallet Repair
13.2.9.2,Pill Organizer Hire
13.2.9.2,Funerary Urn Repair
13.2.9.2,Travel Bag Rental
13.2.9.2,Handbag Repair
13.2.9.2,Richard's Travel Gear Hire Service
13.2.9.2,Baby-Co's Pushchair Servicing
13.2.9.2,Smoker's Delight Lighter Repair
13.2.9.2,This & That's Miscellanea Repair
13.2.9.2,Eternal Memories Urn Rental
13.2.9.2,Petals & Leaves's Fan Revival
13.2.9.2,Luxe Keys's Key Ring Hire
13.2.9.2,StyleScope's Sunglasses Service
13.2.9.2,BabyBuddy's Baby Carrier Hire
13.2.9.2,Smoke & Mirrors's Cigar Case Servicing
13.2.9.2,PillPal's Pill Organizer Repair
13.2.9.2,Gravestone Guardians's Gravestone Maintenance
13.2.9.2,Paradise Parasols's Umbrella Service
13.2.9.2,E-Cig Express's Electronic Cigarette Device Repair
13.2.9.2,Murse World's Wallet Hire
13.2.9.2,Timely Timepieces's Wall Thermometer & Barometer Repair
13.3.0.1,Childcare services
13.3.0.1,Baby Gym Childcare
13.3.0.1,Kids' Day Out Program
13.3.0.1,After-School Learning Center
13.3.0.1,Crystal Nursery
13.3.0.1,Teddy Bear Daycare
13.3.0.1,Mini-Mandarin Nursery
13.3.0.1,Sunshine Creche
13.3.0.1,Wonders Playschool
13.3.0.1,Bumblebee Nursery
13.3.0.1,Caterpillar Kindergarten
13.3.0.2,"Retirement homes for elderly persons and residences for disabled persons, not providing medical care"
13.3.0.2,Silver Pines Retreat - Non-Medical Senior Living
13.3.0.2,Enchanted Meadows - Aingel Care Residences
13.3.0.2,Wheels Abbey Independent Living
13.3.0.2,Tranquility Gardens Assisted Living
13.3.0.2,Sanctuary Pines Group Homes
13.3.0.2,Havenworks Retreat for Disabled
13.3.0.2,Serene Oaks Rehabilitation Residences
13.3.0.2,Vista Meadows Community Living
13.3.0.2,Whispering Grove Disability Residences
13.3.0.2,Sunlit Meadows Haven for Maladjusted
13.3.0.3,Home care services for elderly and disabled
13.3.0.3,Home Health Aide Services
13.3.0.3,Housekeeping and Laundry Services for Seniors & Disabled
13.3.0.3,Meal Preparation and Delivery for Elderly & Disabled
13.3.0.3,Day Care Centers for Elderly & Disabled
13.3.0.3,In-Home Respite Care Services
13.3.0.3,Adaptive Equipment Rental
13.3.0.3,Personal Care and Hygiene Services
13.3.0.3,Transportation Services for Seniors & Disabled
13.3.0.3,"Home Modification Services (e.g., grab bars, ramps)"
13.3.0.3,Holiday and Special Occasion Care for Seniors & Disabled
13.3.0.9,Other social protection services
13.3.0.9,Specialized education institutions for disabled students
13.3.0.9,Family mediation and counseling services
13.3.0.9,Foster care and adoption placement agencies
13.3.0.9,Guidance and support programs for at-risk families
13.3.0.9,Disability-focused skill development schools
13.3.0.9,Family arbitration and conflict resolution services
13.3.0.9,Resource centers for parents of disabled children
13.3.0.9,Adoption support groups and counseling
13.3.0.9,Fostering family services and training
13.3.0.9,Family guidance clinics for behavioral issues
13.9.0.1,Prostitution
13.9.0.1,Straight sex
13.9.0.1,Oral sex
13.9.0.1,Anal sex
13.9.0.1,Role play
13.9.0.1,BDSM services
13.9.0.1,GFE (Girlfriend Experience)
13.9.0.1,PSE (Porn Star Experience)
13.9.0.1,Bareback servicing
13.9.0.1, protected sex
13.9.0.1,Erotic massage
13.9.0.1,tantric massage
13.9.0.1,Bondage and discipline
13.9.0.1,Dominance and submission
13.9.0.1,Sadism and masochism
13.9.0.1,Femdom (Female domination)
13.9.0.1,Male domination
13.9.0.1,Switch (role-swap)
13.9.0.1,Threesome/group sessions
13.9.0.1,Thai massage
13.9.0.1,Nuru massage
13.9.0.1,Prostate massage
13.9.0.1,Ballbusting
13.9.0.1,Foot fetish
13.9.0.1,Lingerie/stockings modeling
13.9.0.1,Cuckolding
13.9.0.1,Cream pie
13.9.0.2,Religious services
13.9.0.2,Requiem Mass
13.9.0.2,Baptism Ceremony
13.9.0.2,Marriage Blessing
13.9.0.2,Synagogue Service
13.9.0.2,Buddhist Meditation Session
13.9.0.2,Islamic Friday Prayer
13.9.0.2,Hindu Puja Ritual
13.9.0.2,Christian Easter Service
13.9.0.2,Jewish Sabbath Service
13.9.0.2,Taoist Ancestor Veneration
13.9.0.9,Other services n.e.c.
13.9.0.9,Legal consultations by barristers and solicitors
13.9.0.9,Accounting services by certified public accountants
13.9.0.9,Coming-of-age ceremonies and debutante ball planning
13.9.0.9,Funeral arrangements and services
13.9.0.9,"Estate, housing, and auctioneer mediator services"
13.9.0.9,Document photocopying and reproduction
13.9.0.9,"Administrative document issuance fees (birth, marriage, death certificates)"
13.9.0.9,Newspaper ad placements and notices
13.9.0.9,Graphological analysis and astrological consultations
13.9.0.9,Private investigator and bodyguard services
13.9.0.9,Matchmaking and marriage guidance services
13.9.0.9,Legal writing and public record services
13.9.0.9,Firearm license applications
01.1.1.1,Wheat
01.1.1.1,Cracked Wheat
01.1.1.1,Wheat Berries
01.1.1.1,Kamut
01.1.1.1,Durum Wheat Semolina
01.1.1.1,Farro
01.1.1.1,Farro Piccolo
01.1.1.1,Farro Konzo
01.1.1.1,Farro Piccolo Pearled
01.1.1.1,Farro Konzo Pearled
01.1.1.1,Rice
01.1.1.1,Brown Rice
01.1.1.1,Basmati Rice
01.1.1.1,Jasmine Rice
01.1.1.1,Red Rice
01.1.1.1,Black Rice
01.1.1.1,Wild Rice
01.1.1.1,Long Grain Rice
01.1.1.1,Short Grain Rice
01.1.1.1,Medium Grain Rice
01.1.1.1,Japonica Rice
01.1.1.1,Arborio Rice
01.1.1.1,Sushi Rice
01.1.1.1,Forbidden Rice
01.1.1.1,Wehani Rice
01.1.1.1,Texmati Rice
01.1.1.1,Idaho Pearl Rice
01.1.1.1,Carolina Rice
01.1.1.1,Valencia Rice
01.1.1.1,Glutinous Rice
01.1.1.1,Arborio Rice
01.1.1.1,Carnaroli Rice
01.1.1.1,Vialone Nano Rice
01.1.1.1,Indica Rice
01.1.1.1,Japonica Rice
01.1.1.1,Tropical Rice
01.1.1.1,Temperate Rice
01.1.1.1,Parboiled Rice
01.1.1.1,Long Grain Parboiled Rice
01.1.1.1,Short Grain Parboiled Rice
01.1.1.1,Brown Basmati Rice
01.1.1.1,Brown Jasmine Rice
01.1.1.1,Sorghum
01.1.1.1,Texas Wizard Sorghum
01.1.1.1,Sorghum Grain - Kanophos
01.1.1.1,Sorghum Grain - Golden
01.1.1.1,Precooked Texas Sorghum
01.1.1.1,Sorghum Grain - Silver
01.1.1.1,Barley
01.1.1.1,Pearl Barley
01.1.1.1,Scotch Barley
01.1.1.1,Hulled Barley
01.1.1.1,Barley Grits
01.1.1.1,Barley Flour
01.1.1.1,Barley Flakes
01.1.1.1,Millet
01.1.1.1,Millet Grain
01.1.1.1,Pearl Millet
01.1.1.1,Foxtail Millet
01.1.1.1,Proso Millet
01.1.1.1,Barnyard Millet
01.1.1.1,Kodemillet
01.1.1.1,Ragi (Finger Millet)
01.1.1.1,Sanwa Millet
01.1.1.1,Maize (corn)
01.1.1.1,Dent Corn
01.1.1.1,Flint Corn
01.1.1.1,Popcorn
01.1.1.1,Sweet Corn
01.1.1.1,Flour Corn
01.1.1.1,Feed Corn
01.1.1.1,Hominy (Precooked Corn)
01.1.1.1,Corn Meal
01.1.1.1,Corn Grits
01.1.1.1,Corn Oil
01.1.1.1,Corn Syrup (not as sweetener)
01.1.1.1,Frozen Corn
01.1.1.1,Quinoa
01.1.1.1,Organic White Quinoa
01.1.1.1,Red Quinoa Seeds
01.1.1.1,Black Quinoa Pseudo-grain
01.1.1.1,Pre-washed Quinoa
01.1.1.1,Tri-Color Quinoa Mix
01.1.1.1,Royal Quinoa
01.1.1.1,Non-GMO Quinoa Flakes
01.1.1.1,Quinoa Sprouting Seeds
01.1.1.1,Quinoa Flour (whole grain)
01.1.1.1,Teff
01.1.1.1,Teff Grains
01.1.1.1,Raw Teff
01.1.1.1,Uncooked Teff
01.1.1.1,Teff Berries
01.1.1.1,Whole Teff
01.1.1.1,Golden Teff
01.1.1.1,Ivory Teff
01.1.1.1,Red Teff
01.1.1.1,Other cereals
01.1.1.1,Rye flakes
01.1.1.1,Oat groats
01.1.1.1,Triticale berries
01.1.1.1,Buckwheat kernels
01.1.1.1,Canary seed groats
01.1.1.1,Quihuicha flour
01.1.1.1,Canagua pearls
01.1.1.1,Adlay seeds
01.1.1.1,Mixed cereal medley
01.1.1.1,Milo seeds
01.1.1.1,Fonio grains
01.1.1.1,Kamut kernels
01.1.1.1,Spelt berries
01.1.1.1,Emmer kernels
01.1.1.1,Einkorn grains
01.1.1.1,Farro flakes
01.1.1.1,Khorasan wheat
01.1.1.1,Polish oat
01.1.1.1,Scottish oats
01.1.1.1,Steel-cut oats
01.1.1.1,Crushed wheat
01.1.1.1,Cracked rye
01.1.1.2,Flour of wheat
01.1.1.2,Whole Wheat Flour
01.1.1.2,All-Purpose Flour
01.1.1.2,Bread Flour
01.1.1.2,Cake Flour
01.1.1.2,Durum Wheat Semolina
01.1.1.2,Farro Flour
01.1.1.2,Graham Flour
01.1.1.2,Kamut Flour
01.1.1.2,Rye Flour
01.1.1.2,Spelt Flour
01.1.1.2,White Wheat Flour
01.1.1.2,Whole Grain Wheat Flour
01.1.1.2,Udi's Gluten Free Ancient Grain Flour Blend (contains wheat)
01.1.1.2,Bob's Red Mill Gluten-Free Wheat Flour
01.1.1.2,Flour of rice
01.1.1.2,Rice flour
01.1.1.2,Sushi rice flour
01.1.1.2,Glutinous rice flour
01.1.1.2,Glutinous rice starch
01.1.1.2,Sweet rice flour
01.1.1.2,Brown rice flour
01.1.1.2,Red rice flour
01.1.1.2,Black rice flour
01.1.1.2,Wild rice flour
01.1.1.2,Flour of sorghum
01.1.1.2,Sweet White Sorghum Flour
01.1.1.2,Red Sorghum Flour
01.1.1.2,Gluten-Free White Sorghum Flour
01.1.1.2,Organic Sorghum Flour
01.1.1.2,Sweet Sorghum Flour with Bran
01.1.1.2,Sorghum Gluten-Free Flour (Whole Grain)
01.1.1.2,Guinea Corn Sorghum Flour
01.1.1.2,Sorghum Gluten-Free Flour (Fine-Milled)
01.1.1.2,Flour of barley
01.1.1.2,Hard red spring barley flour
01.1.1.2,Pearl barley flour
01.1.1.2,Barley grits
01.1.1.2,Barley meal
01.1.1.2,Barley flour
01.1.1.2,Whole grain barley flour
01.1.1.2,Flour of millet
01.1.1.2,Millet flour
01.1.1.2,Grain flour (millet)
01.1.1.2,Fine millet flour
01.1.1.2,Gluten-free millet flour
01.1.1.2,Organic millet flour
01.1.1.2,Millet flour (cracked)
01.1.1.2,Flour of maize or cornmeal
01.1.1.2,cornmeal
01.1.1.2,maize flour
01.1.1.2,pe石粉
01.1.1.2,ground corn
01.1.1.2,corn flour
01.1.1.2,maize polenta
01.1.1.2,blue cornmeal
01.1.1.2,whole grain corn flour
01.1.1.2,yellow corn flour
01.1.1.2,instant cornmeal
01.1.1.2,Flour of quinoa
01.1.1.2,Quinoa All-Purpose Flour
01.1.1.2,Organic White Quinoa Flour
01.1.1.2,Gluten-Free Quinoa Fine Flour
01.1.1.2,Quinoa Protein Flour
01.1.1.2,Quinoa Whole Grain Flour
01.1.1.2,Dense Quinoa Baking Flour
01.1.1.2,Sprouted Quinoa Whole Grain Flour
01.1.1.2,Flour of teff
01.1.1.2,Teff Flour Gold
01.1.1.2,Ethiopian Teff Flour
01.1.1.2,Organic White Teff Flour
01.1.1.2,Bob's Red Mill Teff Flour
01.1.1.2,Nightshade Teff Flour
01.1.1.2,Raw Teff Flour
01.1.1.2,Sprouted Teff Flour
01.1.1.2,Coarse Ground Teff Flour
01.1.1.2,Pure Teff Flour (no additives)
01.1.1.2,Gluten-free Teff Flour
01.1.1.2,Other flours of cereals
01.1.1.2,barley flour
01.1.1.2,buckwheat flour
01.1.1.2,millet flour
01.1.1.2,oat flour
01.1.1.2,quinoa flour
01.1.1.2,rye flour
01.1.1.2,spelt flour
01.1.1.2,teff flour
01.1.1.2,kamut flour
01.1.1.2,"of other flours of cereals, not elsewhere classified"
01.1.1.3,Bread
01.1.1.3,Whole Grain Loaf
01.1.1.3,Sourdough Baguette
01.1.1.3,Olive Boule
01.1.1.3,Rye Sourdough
01.1.1.3,Baguette
01.1.1.3,Brioche
01.1.1.3,Ciabatta
01.1.1.3,Naan
01.1.1.3,Pita Pockets
01.1.1.3,Challah
01.1.1.3,Pita Bread
01.1.1.3,Focaccia
01.1.1.3,Baguette Viennoise
01.1.1.3,Pain au Levain
01.1.1.3,Feta and Spinach Pie
01.1.1.3,Baboushka Bread
01.1.1.3,Jewish Raisin Challah
01.1.1.3,Greek Spanakopita
01.1.1.3,Italian Focaccia
01.1.1.3,Mexican Tortilla
01.1.1.3,Injera (Teff Flour Flatbread)
01.1.1.3,Other bakery products
01.1.1.3,Pizza bases without topping
01.1.1.3,Gingerbread
01.1.1.3,Sweet biscuits (cookies)
01.1.1.3,Waffles
01.1.1.3,Wafers
01.1.1.3,Ice cream cones
01.1.1.3,Crumpets
01.1.1.3,Muffins
01.1.1.3,Croissants
01.1.1.3,Sweet tarts
01.1.1.3,Sweet pies
01.1.1.3,Other pastry goods and cakes
01.1.1.4,Breakfast cereals
01.1.1.4,Cheerios
01.1.1.4,Lucky Charms
01.1.1.4,Corn Flakes
01.1.1.4,Raisin Bran
01.1.1.4,Special K
01.1.1.4,Frosted Flakes
01.1.1.4,Honey Nut Cheerios
01.1.1.4,Rice Krispies
01.1.1.4,Corn Pops
01.1.1.4,Apple Jacks
01.1.1.5,"Macaroni, noodles, couscous and similar pasta products"
01.1.1.5,Spaghetti
01.1.1.5,Fusilli
01.1.1.5,Linguine
01.1.1.5,Penne
01.1.1.5,Rigatoni
01.1.1.5,Egg noodles
01.1.1.5,Shells
01.1.1.5,Farfalle
01.1.1.5,Radiatori
01.1.1.5,Bucatini
01.1.1.5,Fettuccine
01.1.1.5,Angel hair pasta
01.1.1.5,Lasagna noodles
01.1.1.5,Tagliatelle
01.1.1.5,Trottole
01.1.1.5,Orzo
01.1.1.5,Couscous (gram-based)
01.1.1.5,Durum wheat semolina pasta
01.1.1.5,Whole wheat pasta
01.1.1.5,"Gluten-free pasta (e.g., rice, corn, quinoa)"
01.1.1.9,Other milled cereal and grain products
01.1.1.9,Whole Grain Pasta
01.1.1.9,Bulgur
01.1.1.9,Spaghetti noodles
01.1.1.9,Quinoa
01.1.1.9,Farro
01.1.1.9,Semolina flour
01.1.1.9,Bread flour
01.1.1.9,Millet
01.1.1.9,Buckwheat flour
01.1.1.9,Durum wheat semolina
01.1.1.9,Rice bran
01.1.1.9,Cornmeal
01.1.1.9,Grits
01.1.1.9,Polenta
01.1.1.9,Pearled barley
01.1.1.9,Cracked wheat
01.1.1.9,Teff flour
01.1.1.9,Rye flakes
01.1.1.9,Oat bran
01.1.1.9,Kamut flour
01.1.1.9,Triticale flour
01.1.1.9,Amaranth flour
01.1.1.9,Farina
01.1.1.9,Cracked barley
01.1.1.9,Semolina pasta
01.1.2.1,"Bovine animal, live"
01.1.2.1,Nepalese Zebu Cattle
01.1.2.1,Cretan Gaur
01.1.2.1,Thar Park Piedmontese Calves
01.1.2.1,Angus-Hereford Cross Cattle
01.1.2.1,Jamunapari Watusi
01.1.2.1,Murrah Buffaloes
01.1.2.1,Swamp Buffaloes
01.1.2.1,Moschappy Bovine Hybrid
01.1.2.1,Ryukyu Island Yak
01.1.2.1,Taiwanese Formosan Wild Water Buffalo
01.1.2.1,Europaeus European Bison
01.1.2.1,Plains Bison
01.1.2.1,"Pigs, live"
01.1.2.1,Yorkshire pigs
01.1.2.1,Duroc pigs
01.1.2.1,Landrace pigs
01.1.2.1,Hampshire pigs
01.1.2.1,Chester White pigs
01.1.2.1,Spotted pigs
01.1.2.1,Berkshire pigs
01.1.2.1,Tamworth pigs
01.1.2.1,Poland China pigs
01.1.2.1,Spotted Poland China pigs
01.1.2.1,Mangalitsa pigs
01.1.2.1,Ossabaw Island pigs
01.1.2.1,Red wattle pigs
01.1.2.1,KuneKune pigs
01.1.2.1,Fat-rumped Duroc pigs
01.1.2.1,"Goats, lambs and sheep, live"
01.1.2.1,Live goat meat
01.1.2.1,Pasture-raised lamb
01.1.2.1,Free-range sheep
01.1.2.1,Grass-fed mutton
01.1.2.1,Fat-tailed sheep
01.1.2.1,Angora goat for meat
01.1.2.1,Katahdin hair sheep for consumption
01.1.2.1,Boer goat livestock
01.1.2.1,"Poultry, live"
01.1.2.1,Broiler Chickens
01.1.2.1,Laying Hen Chickens
01.1.2.1,Kosher Chickens
01.1.2.1,Organic Chickens
01.1.2.1,Free-Range Chickens
01.1.2.1,Heritage Chickens
01.1.2.1,Cornish Cross Chickens
01.1.2.1,Raptor Ducks
01.1.2.1,Mallard Ducks
01.1.2.1,Aylesbury Ducks
01.1.2.1,Pekin Ducks
01.1.2.1,Muscovy Ducks
01.1.2.1,Welsh Harlequin Ducks
01.1.2.1,Rouen Geese
01.1.2.1,Embden Geese
01.1.2.1,Toulouse Geese
01.1.2.1,"Turkeys (e.g., Broad-Breasted, Heritage)"
01.1.2.1,"Guinea Fowl (e.g., Pearl, White, Royal)"
01.1.2.1,"Hares and rabbits, live"
01.1.2.1,European Hare
01.1.2.1,"Rabbit, New Zealand White"
01.1.2.1,Cottontail Rabbit
01.1.2.1,Snowshoe Hare
01.1.2.1,Northern Cottontail
01.1.2.1,European Rabbit
01.1.2.1,Brush Rabbit
01.1.2.1,Marsh Rabbit
01.1.2.1,Volunteer Rabbit
01.1.2.1,Belgian Hare
01.1.2.1,Other live animals
01.1.2.1,"Equine Supplements (for horses, donkeys, etc.)"
01.1.2.1,"Camel Milk Concentrate (for camels, dromedaries, etc.)"
01.1.2.1,Pheasant Farm-Raised Meat
01.1.2.1,Renowned Viper Venom Extract (for snakes)
01.1.2.1,Exotic Scorpion Jelly (for scorpions)
01.1.2.1,Luxury Land Snail Caviar
01.1.2.1,Breeding Tadpoles for Research
01.1.2.2,"Meat of bovine animals, fresh, chilled or frozen"
01.1.2.2,Sirloin steak from Cobb grass-fed beef
01.1.2.2,Chilled Zebu rump roasts
01.1.2.2,Frozen Watusi ribeye cuts
01.1.2.2,Fresh Water Buffalo ground meat (Arnis subspecies)
01.1.2.2,Caffrarian Bison tenderloins
